CIK,"('exchange_and_symbol', 'variation_0')",stock_price_at_prediction_date
27367,Nasdaq:DXR,9.71
27419,NYSE:TGT,144.65
27904,NYSE:DAL,32.92
27960,,0
27996,NYSE:DLX,16.94
28412,NYSE:CMA,63.52
28630,NYSE:DRS,0
28917,NYSE:DDS,301.87
29002,Nasdaq:DIOD,79.72
29332,Nasdaq:DXYN,0.84
29534,NYSE:DG,242.44
29644,NYSE:DCI,58.29
29669,NASDAQ:RRD,0
29806,,0
29834,NASDAQ:ESCRP,0
29905,NYSE:DOV,132.38
29989,NYSE:OMC,77.31
30125,NYSE:INSI,15.66
30167,,0
30305,NYSE:DCO,47.64
30371,NYSE:DUKH,0
30554,,0
30625,NYSE:FLS,29.1
30697,Nasdaq:WEN,22.8
30828,NASDAQ:COBR,0
30831,,0
31107,Nasdaq:EML,20.65
31235,NYSE:KODK,3.08
31347,NASDAQ:ELON,0
31462,NYSE:ECL,141.21
31667,Nasdaq:EDUC,3.18
31791,NYSE:PKI,138.32
31978,NYSE:EE,25.18
32020,,0
32166,NASDAQ:ELRC,0
32604,NYSE:EMR,94.58
32621,AMEX:MSN,0
32689,NYSE:EDE,0
32878,NASDAQ:ENERQ,0
33002,NYSE:EBF,22.81
33185,NYSE:EFX,191.17
33213,NYSE:EQT,36.11
33488,Nasdaq:ESCA,10.24
33523,,0
33533,AMEX:ESP,0
33619,NYSE:ESL,0
33769,NASDAQ:BOBE,0
33934,AMEX:CRF,0
33992,Nasdaq:KINS,1.48
34067,Nasdaq:BOOM,15.59
34088,NYSE:XOM,105.17
34151,NYSE:JAS,0
34349,,0
34408,NYSE:FDO,0
34489,,0
34563,Nasdaq:FARM,4.5
34782,Nasdaq:SRCE,53.35
34903,NYSE:FRT,101.35
34956,Nasdaq:TENX,201.28
35214,NYSE:FOE,0
35527,Nasdaq:FITB,31.65
36029,Nasdaq:FFIN,32.86
36032,NYSE:RF,20.6
36047,NYSE:CLGX,0
36104,Nasdaq:FRBA,41.95
36146,Nasdaq:TRMK,33.64
36270,NYSE:MTB,140.65
36377,NASDAQ:FHB,24.91
36966,NYSE:FHN,24.42
37008,NYSE:FUR,0
37039,,0
37049,NYSE:FWV,0
37472,Nasdaq:FLXS,15.12
37643,NASDAQ:FPU,0
37748,NYSE:FLR,33.61
37785,NYSE:FMC,122.76
37808,NYSE:FNB,12.61
37996,NYSE:F,11.69
38067,,0
38074,NYSE:FRX,0
38079,NYSE:SOGCQ,0
38188,NYSE:FDI,0
38264,Nasdaq:FORD,1.13
38725,Nasdaq:FELE,78.56
38777,NYSE:BEN,25.78
38984,NASDAQ:RELY,9.11
39020,Nasdaq:FEIM,5.4
39092,AMEX:FRD,0
39263,NYSE:CFR,126.71
39273,NASDAQ:FFEX,0
39311,Nasdaq:IBCP,22.95
39368,NYSE:FUL,73.93
39648,NASDAQ:GK,0
39677,NASDAQ:AVHI,0
39899,NYSE:GCI,19.86
39911,NYSE:GPS,12.51
40211,NYSE:GATX,107.6
40417,NYSE:GAM,35.91
40533,NYSE:GD,244.3
40545,NYSE:GE,48.68
40554,NYSE:GEK,0
40570,AMEX:JOB,0
40704,NYSE:GIS,87.12
40729,NYSE:ALLY,23.47
40888,NYSE:AJRD,0
40987,NYSE:GPC,175.87
41091,NYSE:GPJA,0
41133,NYSE:GRB,0
41719,NYSE:GLT,2.9
42582,Nasdaq:GT,10.19
42682,NYSE:GRC,25.21
42872,,0
42888,NYSE:GGG,65.65
43196,NYSE:GTN,10.58
43350,NYSE:EGAS,0
43410,NYSE:GNI,0
43920,NYSE:GEF,66.97
44545,,0
45012,NYSE:HAL,36.06
45876,NYSE:NVRI,5.89
45919,Nasdaq:HHS,11.33
46012,,0
46043,,0
46080,Nasdaq:HAS,55.91
46129,Nasdaq:ALNT,33.16
46195,NYSE:BOH,74.65
46250,Nasdaq:HWKN,38.55
46619,NYSE:HEI,149.44
46738,,0
46765,NYSE:HP,46.81
46989,NYSE:HPC,0
47111,NYSE:HSY,234.89
47217,NYSE:HPQ,26.56
47518,NYSE:HRC,0
48287,NYSE:HNI,26.92
48465,NYSE:HRL,45.49
48898,NYSE:HUBB,236.78
49071,NYSE:HUM,504.84
49196,Nasdaq:HBAN,22.11
49534,NASDAQ:LPHIQ,0
49600,NYSE:EGP,146.58
49728,NYSE MKT:IEC,0
49754,NYSE:DIN,64.59
49826,NYSE:ITW,217.29
49930,NASDAQ:IPII,0
49938,AMEX:IMO,0
50104,NYSE:ANDV,0
50493,Nasdaq:IMKTA,97.64
50710,,0
50725,NYSE:GFF,34.41
50863,Nasdaq:INTC,26.79
50934,NYSE:IDC,0
50957,NASDAQ:FBN,0
51143,NYSE:IBM,138.87
51253,NYSE:IFF,101.66
51434,NYSE:IP,34.92
51548,NASDAQ:ISCA,0
51644,NYSE:IPG,32.17
51939,NASDAQ:CORSQ,0
52485,NASDAQ:IPLDP,0
52708,NASDAQ:IOMT,0
52795,NYSE:AXE,0
52827,NYSE:RYN,33.31
52969,NYSE:JCLY,0
52988,NYSE:J,118.52
54003,NYSE:JOR,0
54056,NYSE:JRN,0
54187,Nasdaq:MAYS,48.56
54381,NYSE:KAMN,0
54441,NYSE:FRM,0
54480,NYSE:KSU,0
54502,,0
54507,NYSE:WR,0
54991,NYSE:KEI,0
55067,NYSE:K,67.1
55135,Nasdaq:KELYA,16.03
55195,,0
55242,NYSE:KMT,23.89
55362,,0
55529,Nasdaq:KEQU,15.91
55772,Nasdaq:KBAL,0
55785,NYSE:KMB,135.66
56047,NYSE:KEX,62.41
56679,NYSE:KFY,49.54
56701,Nasdaq:KOSS,5.23
56806,NASDAQ:KRSL,0
56868,Nasdaq:PNRG,82.95
56873,NYSE:KR,44.4
56978,Nasdaq:KLIC,45.61
57083,NYSE:KYO,0
57131,NYSE:LZB,23.22
57201,,0
57515,Nasdaq:LANC,197.98
57528,NASDAQ:LNCE,0
57725,NYSE:LCI,0
58361,Nasdaq:LEE,15.7
58492,NYSE:LEG,31.74
59255,NYSE:VHI,22.27
59440,NYSE:VGR,11.38
59478,NYSE:LLY,357.78
59527,Nasdaq:LECO,140.5
59558,NYSE:LNC,29.24
60086,NYSE:L,54.95
60519,NYSE:LPX,60.73
60527,NYSE:ELC,0
60667,NYSE:LOW,203.17
60714,NYSE:LXU,13.48
60751,NYSE:LZ,0
60977,NYSE:LDL,0
61004,AMEX:LGL,0
61397,BATS:FMAG,18.41
61398,AMEX:TELL,0
61442,,0
61478,NYSE:ADCT,3.04
61986,NYSE:MTW,9.54
62234,NYSE:MCS,15
62362,Nasdaq:MARPS,0
62709,NYSE:MMC,163.73
62996,NYSE:MAS,46.96
63276,Nasdaq:MAT,16.45
63296,Nasdaq:MATW,30.36
63330,NYSE:MLP,9.5
63754,NYSE:MKC,82.84
63908,NYSE:MCD,265.83
64040,NYSE:SPGI,335.66
64463,Nasdaq:SLNH,7.95
64472,AMEX:GENC,0
64803,NYSE:CVS,95.05
64996,NYSE:MCY,34.87
65100,NYSE:MER,0
65172,NYSE:MSB,18.07
65201,NYSE:MPR,0
65270,NYSE:MEI,44.03
65312,AMEX:EVI,0
65358,NASDAQ:UCAP,0
65433,NYSE:MXF,14.94
65596,Nasdaq:SIEB,1.46
65770,Nasdaq:MVIS,2.35
65984,NYSE:ETR,113.14
66004,Nasdaq:MSEX,87.82
66032,,0
66382,Nasdaq:MLKN,17.48
66418,AMEX:MXC,0
66570,NYSE:MSA,131.48
66649,NYSE:MGN,0
66740,NYSE:MMM,102.11
66756,NYSE:ALE,63.95
66901,NYSE:EMP,0
66904,,0
67088,NYSE:MUFG,5.55
67215,NYSE:DY,89.24
67279,NASDAQ:MOCO,0
67347,NYSE:MOD,20.35
67625,NYSE:MNR,0
67686,NYSE:MON,0
67716,NYSE:MDU,20.29
67813,NYSE:MTS,0
67887,NYSE:MOGA,0
68270,NYSE:RT,0
68505,NYSE:MSI,254.59
68622,NYSE:CTBB,18.56
68709,NASDAQ:MTSC,0
69422,Nasdaq:INTG,0
69488,NYSE:MYE,22.81
69633,Nasdaq:NSSC,26.07
69733,Nasdaq:NATH,67.06
69891,Nasdaq:FIZZ,47.37
70145,NYSE:NFG,62.57
70318,NYSE:THC,43.62
70415,NYSE:GPX,0
70487,Nasdaq:NRC,37.5
70502,NYSE:NRUC,23.67
70793,NYSE:NTY,0
70858,NYSE:BAC,32.06
70866,NYSE:VYX,13.86
71508,NYSE:ENJ,0
71691,NYSE:NYT,32.05
71829,NYSE:NR,3.79
71932,NYSE:NMKBP,0
72162,NYSE:NL,6.63
72207,NYSE:NBL,0
72331,Nasdaq:NDSN,233.4
72333,NYSE:JWN,16.39
72423,NASDAQ:NTK,0
72444,Nasdaq:VXRT,0.91
72573,NYSE:MOV,29.27
72633,NYSE:NRT,13.6
72741,NYSE:ES,82.83
72903,Nasdaq:XEL,69.4
72911,NYSE:NRTLQ,0
72971,NYSE:WFC,41.82
73124,Nasdaq:NTRS,87.23
73290,Nasdaq:BMRA,3.51
73309,NYSE:NUE,131.76
73756,NYSE:OII,14.64
73887,NYSE:VTOL,24.01
74046,NYSE:ODC,32.49
74208,NYSE:UDR,38.45
74260,NYSE:ORI,23.59
74303,NYSE:OLN,51.26
75208,NYSE:OSG,2.79
75252,NYSE:OMI,19.11
75288,NYSE:OXM,96.24
75340,Nasdaq:PFIN,0
75362,Nasdaq:PCAR,66.07
75398,NYSE:PAI,11.87
75488,NYSE:PCG,15.84
75677,NYSE:PKG,128.61
76174,,0
76267,NYSE:PKE,11.21
76282,Nasdaq:PKOH,11.8
76334,NYSE:PH,282.7
76605,Nasdaq:PATK,58.92
77159,Nasdaq:ROCC,0
77281,OTC:PRET,0
77360,NYSE:PNR,43.83
77449,NYSE:PBY,0
77476,Nasdaq:PEP,181.34
77543,NYSE:TPC,7.7
77597,NYSE:SEH,0
77776,NYSE:PHH,0
77877,Nasdaq:PDCE,0
78003,NYSE:PFE,51.36
78066,NYSE:PD,26.26
78128,NYSE:WTRG,46.61
78150,NYSE:PHI,20.46
78239,NYSE:PVH,68.96
78460,NYSE:PNY,0
78536,NASDAQ:DINE,0
78749,Nasdaq:AGYS,77.95
78778,NYSE:PJC,0
78814,NYSE:PBI,3.73
78890,NYSE:BCO,53.4
79035,NYSE:POLY,0
79282,NYSE:BRO,55.41
79879,NYSE:PPG,125.63
79958,NYSE:PCP,0
80035,Nasdaq:PLPC,83.55
80124,NASDAQ:PLFE,0
80172,NYSE:NPK,67.23
80257,,0
80420,Nasdaq:POWL,35.9
80424,NYSE:PG,150.4
80661,NYSE:PGR,127.07
81318,NYSE:YUMA,0
81362,NYSE:KWR,164.22
81955,Nasdaq:RAND,0
82020,Nasdaq:USLM,140
82166,NASDAQ:RAVN,0
82267,NYSE:RTN,0
82473,AMEX:IHT,0
82811,NYSE:RRX,114.12
83402,NASDAQ:REXI,0
84246,NYSE:RLI,125.39
84748,NYSE:ROG,114.56
84792,NYSE:ROH,0
84839,NYSE:ROL,36.94
85408,NYSE:RDC,0
85535,Nasdaq:RGLD,106.53
85961,NYSE:R,83.45
85974,NYSE:RYL,0
86144,NYSE:SWY,0
86312,NYSE:TRV,183.51
87050,Nasdaq:NEON,5.39
87347,NYSE:SLB,49.83
87565,NASDAQ:SHLM,0
88132,NYSE MKT:SEB,0
88205,NYSE:SPXC,64.69
88941,Nasdaq:SMTC,26.87
88948,Nasdaq:SENEA,61.36
89089,NYSE:SCI,68.07
89140,AMEX:SVT,0
89270,NYSE:SLI,0
89439,NYSE:MLI,30.56
89800,NYSE:SHW,238.11
90168,AMEX:SIF,0
90185,NASDAQ:SIAL,0
90498,Nasdaq:SFNC,20.07
90896,NYSE:SKY,52.75
91142,NYSE:AOS,56.06
91419,NYSE:SJM,155.82
91440,NYSE:SNA,224.13
91576,NYSE:KEY,16.65
91767,NYSE:SON,59.07
91847,NYSE:SOR,36.61
91928,NYSE:SJIJ,0
92103,,0
92122,NYSE:SO,68.91
92230,NYSE:TFC,41.12
92380,NYSE:LUV,36.35
92472,NASDAQ:SWWC,0
92679,NYSE:SPA,0
93284,NYSE:ICB,0
93314,AMEX:VNRX,0
93389,NYSE:SMP,34.69
93410,NYSE:CVX,169.88
93451,NYSE:STL,0
93556,NYSE:SWK,74.79
93676,NYSE:SCX,0
93751,NYSE:STT,77.56
93859,NYSE:BH,135.79
94049,NYSE:SCL,107.44
94344,NYSE:STC,41.61
94845,NYSE:LEVI,15.76
95029,NYSE:RGR,52.21
95047,,0
95052,NASDAQ:RDEN,0
95521,NYSE:SVU,0
95552,NYSE:SUP,4.48
95574,Nasdaq:SGC,9
95585,,0
95953,Nasdaq:ACNT,9.71
96021,NYSE:SYY,77.91
96223,NYSE:JEF,33.44
96289,NYSE:RSH,0
96536,Nasdaq:TAYD,10.52
96638,NASDAQ:ADVNQ,0
96763,NYSE:PULS,0
96793,AMEX:SSY,0
96831,NASDAQ:TECUA,0
96869,NYSE:TRC,18.13
96885,OTC:TIKK,0
96943,NYSE:TFX,243.35
96966,NYSE:TDJ,0
97134,NYSE:TNC,59.94
97196,NASDAQ:AMIC,0
97210,Nasdaq:TER,88.4
97216,NYSE:TEX,42.62
97472,NYSE:TXI,0
97476,Nasdaq:TXN,167.61
97745,NYSE:TMO,530.17
98222,NYSE:TDW,32.37
98246,NYSE:TIF,0
98338,Nasdaq:TSRI,7
98362,NYSE:TKR,68.98
98677,NYSE:TR,40.9
99197,NYSE:TAI,0
99302,Nasdaq:TRNS,67.42
99359,NYSE:BZC,0
99614,NYSE:TY,25.77
99780,NYSE:TRN,29.81
100378,Nasdaq:TWIN,9.06
100493,NYSE:TSN,60.81
100517,Nasdaq:UAL,37.98
100591,NYSE:AGX,35.88
100726,NYSE:UFI,7.59
100885,NYSE:UNP,206.39
100979,,0
101063,NYSE:CQB,0
101199,Nasdaq:UFCS,26.61
101295,Nasdaq:UG,11.01
101382,Nasdaq:UMBF,78.45
101538,AMEX:UAMY,0
101542,,0
101594,Nasdaq:USEG,2.28
101778,NYSE:MRO,27.03
101829,NYSE:RTX,97.54
101830,NYSE:S,13.17
101984,Nasdaq:UEIC,21.33
102037,NYSE:UVV,53.16
102109,AMEX:UUU,0
102212,Nasdaq:UVSP,26.17
102426,NYSE:STEW,12.56
102499,NASDAQ:GEOW,0
102729,NYSE:VMI,326.26
102752,Nasdaq:VSEC,44.84
103145,Nasdaq:VECO,18.88
103379,NYSE:VFC,26.05
103595,Nasdaq:VLGEA,23.95
103730,NYSE:VSH,21.25
103872,NYSE MKT:VOLT,0
104169,NYSE:WMT,47.6
104207,NYSE:WAG,0
104375,,0
104777,NYSE:ALTV,0
104889,NYSE:GHC,584.98
104894,NYSE:ELME,18.04
104897,NASDAQ:WSCI,0
104918,NYSE:AVA,42.32
105016,NYSE:WSO,251.32
105132,Nasdaq:WDFC,159.72
105319,Nasdaq:WW,3.68
105418,NYSE:WMK,81.98
105634,NYSE:EME,146.9
105744,AMEX:GBR,0
105770,NYSE:WST,228.23
106040,Nasdaq:WDC,31.56
106374,,0
106455,NASDAQ:WLBA,0
106532,Nasdaq:WEYS,24.28
106535,NYSE:WY,30.83
106640,NYSE:WHR,139.57
107140,NYSE:WLY,39.22
107263,NYSE:WMB,32.07
107559,,0
107687,NYSE:WGO,53.11
108312,Nasdaq:WWD,90.69
108385,Nasdaq:WRLD,59.56
108516,NYSE:WOR,31
108985,Nasdaq:YORW,44.91
109156,NYSE:ZLC,0
109177,NYSE:SPB,57.3
109198,NYSE:TJX,78.09
109380,Nasdaq:ZION,45.74
109563,NYSE:AIT,123.66
109657,Nasdaq:GTBP,36
109747,,0
110390,NYSE:UN,0
110430,NYSE:FTO,0
110471,NYSE:WWW,9.92
110621,NYSE:RPM,98.11
200245,,0
200406,NYSE:JNJ,175.48
201283,NYSE:TLM,0
201461,NYSE:CYN,0
201533,,0
202058,NYSE:LHX,205.55
202467,,0
202890,NASDAQ:ARS,0
203077,NYSE:STJ,0
203248,NYSE:SUG,0
203527,NYSE:VAR,0
203596,Nasdaq:WSBC,36.45
215419,NYSE:CKP,0
215466,NYSE:CDE,3.14
215829,,0
215994,,0
216039,NYSE:GRBEQ,0
216085,NYSE:HVT,29.75
216108,NYSE:NFS,0
216228,NYSE:ITT,76.98
216539,NYSE:MEG,41.92
216851,NYSE:PEO,20.96
216934,,0
217346,NYSE:TXT,69.28
217410,NYSE:UL,50.47
225208,,0
225263,NYSE MKT:NEWP,0
225635,NYSE:BIE,0
225648,NYSE:CVA,0
230119,NASDAQ:CRBC,0
230498,NYSE:RKT,7.88
230557,Nasdaq:SIGI,87.93
275053,Nasdaq:NATR,8.11
275119,NASDAQ:BYLK,0
275694,NYSE:MCI,13.58
275880,NYSE:PSN,46.2
276209,NASDAQ:CTWS,0
276463,NYSE:XOVR,0
276720,Nasdaq:PCYO,10.06
277058,NYSE:UWN,0
277135,NYSE:GWW,561.27
277375,NASDAQ:DGAS,0
277509,NYSE:FSS,45.03
277595,NYSE:EGN,0
277807,,0
277948,Nasdaq:CSX,31.18
278041,NYSE:ISH,0
278130,NYSE:PIR,0
278165,Nasdaq:OMQS,0
278166,Nasdaq:CVCO,225.41
310056,NYSE:VII,0
310142,NYSE:SXT,71.62
310158,NYSE:MRK,109.44
310354,NYSE:SXI,99.19
310568,NASDAQ:MSCC,0
310764,NYSE:SYK,239.03
311046,,0
311094,Nasdaq:WABC,57.5
311337,NYSE:SU,29.72
311471,NASDAQ:APAGF,0
311817,NYSE MKT:HMG,0
312069,NYSE:BCS,7.61
312070,CBOE:ATMP,0
313041,,0
313143,NYSE:HAE,79.72
313216,NYSE:PHG,12.43
313364,NYSE:MTR,17.85
313395,NASDAQ:TXCOQ,0
313616,NYSE:DHR,229.36
313716,NASDAQ:HDNG,0
313807,NYSE:BP,33.95
313838,NYSE:SONY,77.69
313927,NYSE:CHD,79.89
314203,NYSE:MUX,5.15
314227,Nasdaq:TOMZ,0.53
314423,NYSE:RNDY,0
314489,Nasdaq:BUSE,24.38
314590,NYSE:SSL,15.28
314606,NYSE:GEOKQ,0
314712,,0
314808,NYSE:VAL,61
315131,NYSE:PHX,3.69
315189,NYSE:DE,432.67
315213,NYSE:RHI,72.07
315293,NYSE:AON,297.06
315374,Nasdaq:HURC,25.77
315449,NYSE:UQM,0
315545,OTC:PVCT,0
315709,Nasdaq:IBOC,44.82
315849,NYSE:SGB,0
315852,NYSE:RRC,25.8
315858,NYSE:BVH,0
316206,NYSE:HOT,0
316253,NYSE:ENZ,1.37
316300,NYSE:XCO,0
316709,NYSE:SCHW,78.26
316736,NYSE:FPP,0
316793,NYSE:IRF,0
316888,AMEX:ASM,0
317540,Nasdaq:COKE,498.4
317788,Nasdaq:APPS,14.55
317891,,0
318154,Nasdaq:AMGN,265.7
318306,Nasdaq:ABEO,2.54
318673,Nasdaq:SNFCA,6.13
318771,NYSE:DNA,1.7
318833,NYSE:TISI,6.33
318996,NYSE:KEGX,0
319156,NYSE:CBNR,0
319201,Nasdaq:KLAC,383.66
319240,NASDAQ:IRIS,0
319458,AMEX:ENSV,0
319654,NYSE:PBT,21.59
319655,NYSE:SJT,11.71
319815,NASDAQ:MXWL,0
320017,Nasdaq:LSTA,2.61
320121,Nasdaq:TLS,4.67
320187,NYSE:NKE,103.05
320193,Nasdaq:AAPL,132.37
320335,NYSE:GL,117.86
320340,NYSE:CCRD,28.01
320345,NASDAQ:MCRS,0
320387,NASDAQ:FMFC,0
350698,NYSE:AN,108.19
350737,NASDAQ:OBCI,0
350797,NYSE:EV,0
350846,NYSE:STS,0
350852,Nasdaq:CTBI,45.15
350868,Nasdaq:ITI,2.81
350894,Nasdaq:SEIC,57.85
350907,NASDAQ:THOR,0
351483,NASDAQ:ASMI,0
351569,Nasdaq:ABCB,46.77
351789,Nasdaq:ELSE,4.6
351817,NYSE:SBOW,27.02
351834,Nasdaq:STKL,7.97
351903,NASDAQ:EPHC,0
351998,Nasdaq:DAIO,3.74
352363,NYSE:KATE,0
352541,NASDAQ:LNT,54.29
352613,NASDAQ:TALL,0
352747,NASDAQ:UGNEQ,0
352825,Nasdaq:FSTR,9.63
352915,NYSE:UHS,134.5
352955,AMEX:CKX,0
352988,,0
353020,NASDAQ:AEGN,0
353024,BATS:PXUS,0
353184,Nasdaq:AIRT,23.76
353230,NYSE:OCR,0
353278,NYSE:NVO,65.31
353646,,0
354190,NYSE:AJG,185.09
354647,Nasdaq:CVBF,25.91
354655,NASDAQ:BOLT,1.31
354707,NYSE:HE,40.09
354869,NASDAQ:FMER,0
354908,NASDAQ:FLIR,0
354950,NYSE:HD,317.33
354963,Nasdaq:SHEN,16.52
355019,Nasdaq:FONR,16.8
355379,Nasdaq:MDWT,0
355429,NYSE:PL,4.88
355766,NYSE:HWG,0
355777,NASDAQ:LOJN,0
355811,Nasdaq:GNTX,26.64
355948,Nasdaq:RELL,22.04
355999,NASDAQ:USTR,0
356028,NASDAQ:CA,0
356037,Nasdaq:CSPI,4.55
356080,NYSE:BLC,0
356130,NASDAQ:EMCI,0
356171,Nasdaq:TCBK,48.69
356213,NASDAQ:PNK,0
356309,NYSE:NJR,48.52
356708,NASDAQ:FRGBQ,0
356858,NASDAQ:FBCI,0
357020,NASDAQ:XCRA,0
357097,NASDAQ:FCSC,0
357173,Nasdaq:OSBC,16.14
357294,NYSE:HOV,45.72
357301,Nasdaq:TRST,37.43
700564,Nasdaq:FULT,19.96
700565,Nasdaq:FMBH,32.1
700733,NASDAQ:NPBC,0
700841,Nasdaq:RCMT,13.73
700863,NASDAQ:SUSQ,0
700923,Nasdaq:MYRG,86.5
701288,Nasdaq:ATRI,551.1
701345,NYSE:LCC,0
701347,NYSE:CPF,19.04
701374,NYSE:SIX,20.8
701719,AMEX:ELA,0
701811,NASDAQ:MENT,0
701818,NYSE:KGC,4.03
701869,NYSE:IHC,0
701985,NYSE:BBWI,40.34
702325,NASDAQ:FMBI,0
702513,NASDAQ:BOCH,0
702902,NASDAQ:HNBC,0
703109,,0
703351,NYSE:EAT,33.1
703361,NASDAQ:IDTI,0
703604,Nasdaq:DSGR,16.94
704051,NASDAQ:INFR,24.13
704415,NASDAQ:TVTY,0
704440,Nasdaq:KRMD,3.28
