CIK,"('exchange_and_symbol', 'variation_0')",stock_price_at_prediction_date
33619,NYSE:ESL,0
33769,NASDAQ:BOBE,0
33934,AMEX:CRF,0
33992,Nasdaq:KINS,4.67
34067,Nasdaq:BOOM,36.34
34088,NYSE:XOM,59.16
34151,NYSE:JAS,0
34349,,0
34408,NYSE:FDO,0
34489,,0
34563,Nasdaq:FARM,6.38
34782,Nasdaq:SRCE,46.94
34903,NYSE:FRT,127.62
34956,Nasdaq:TENX,1776
35214,NYSE:FOE,0
35527,Nasdaq:FITB,41.18
36029,Nasdaq:FFIN,49.19
36032,NYSE:RF,20.69
36047,NYSE:CLGX,0
36104,Nasdaq:FRBA,54.87
36146,Nasdaq:TRMK,31.25
36270,NYSE:MTB,144.7
36377,NASDAQ:FHB,25.79
36966,NYSE:FHN,15.24
37008,NYSE:FUR,0
37039,,0
37049,NYSE:FWV,0
37472,Nasdaq:FLXS,23.61
37643,NASDAQ:FPU,0
37748,NYSE:FLR,23.55
37785,NYSE:FMC,102.24
37808,NYSE:FNB,11.45
37996,NYSE:F,19.42
38067,,0
38074,NYSE:FRX,0
38079,NYSE:SOGCQ,0
38188,NYSE:FDI,0
38264,Nasdaq:FORD,1.56
38725,Nasdaq:FELE,88.01
38777,NYSE:BEN,32.14
38984,NASDAQ:RELY,19.66
39020,Nasdaq:FEIM,9.35
39092,AMEX:FRD,0
39263,NYSE:CFR,121.95
39273,NASDAQ:FFEX,0
39311,Nasdaq:IBCP,22.56
39368,NYSE:FUL,77.36
39648,NASDAQ:GK,0
39677,NASDAQ:AVHI,0
39899,NYSE:GCI,18.36
39911,NYSE:GPS,16.69
40211,NYSE:GATX,100.18
40417,NYSE:GAM,42.11
40533,NYSE:GD,198.68
40545,NYSE:GE,56.11
40554,NYSE:GEK,0
40570,AMEX:JOB,0
40704,NYSE:GIS,67.79
40729,NYSE:ALLY,45.03
40888,NYSE:AJRD,0
40987,NYSE:GPC,131.36
41091,NYSE:GPJA,0
41133,NYSE:GRB,0
41719,NYSE:GLT,16.4
42582,Nasdaq:GT,19.14
42682,NYSE:GRC,42.18
42872,,0
42888,NYSE:GGG,75.89
43196,NYSE:GTN,18.75
43350,NYSE:EGAS,0
43410,NYSE:GNI,0
43920,NYSE:GEF,57.2
44545,,0
45012,NYSE:HAL,21.8
45876,NYSE:NVRI,16
45919,Nasdaq:HHS,8.21
46012,,0
46043,,0
46080,Nasdaq:HAS,95.97
46129,Nasdaq:ALNT,33.89
46195,NYSE:BOH,80.15
46250,Nasdaq:HWKN,37.74
46619,NYSE:HEI,135.61
46738,,0
46765,NYSE:HP,22.77
46989,NYSE:HPC,0
47111,NYSE:HSY,187.79
47217,NYSE:HPQ,36.13
47518,NYSE:HRC,0
48287,NYSE:HNI,39.24
48465,NYSE:HRL,48.47
48898,NYSE:HUBB,202.03
49071,NYSE:HUM,451.1
49196,Nasdaq:HBAN,25.95
49534,NASDAQ:LPHIQ,0
49600,NYSE:EGP,215.92
49728,NYSE MKT:IEC,0
49754,NYSE:DIN,74.93
49826,NYSE:ITW,235.56
49930,NASDAQ:IPII,0
49938,AMEX:IMO,0
50104,NYSE:ANDV,0
50493,Nasdaq:IMKTA,89.51
50710,,0
50725,NYSE:GFF,24.87
50863,Nasdaq:INTC,49.6
50934,NYSE:IDC,0
50957,NASDAQ:FBN,0
51143,NYSE:IBM,127.06
51253,NYSE:IFF,142.29
51434,NYSE:IP,44.57
51548,NASDAQ:ISCA,0
51644,NYSE:IPG,35.52
51939,NASDAQ:CORSQ,0
52485,NASDAQ:IPLDP,0
52708,NASDAQ:IOMT,0
52795,NYSE:AXE,0
52827,NYSE:RYN,38.22
52969,NYSE:JCLY,0
52988,NYSE:J,132.83
54003,NYSE:JOR,0
54056,NYSE:JRN,0
54187,Nasdaq:MAYS,42.18
54381,NYSE:KAMN,0
54441,NYSE:FRM,0
54480,NYSE:KSU,0
54502,,0
54507,NYSE:WR,0
54991,NYSE:KEI,0
55067,NYSE:K,60.4
55135,Nasdaq:KELYA,17.11
55195,,0
55242,NYSE:KMT,33.86
55362,,0
55529,Nasdaq:KEQU,12.25
55772,Nasdaq:KBAL,0
55785,NYSE:KMB,141.3
56047,NYSE:KEX,56.94
56679,NYSE:KFY,71.41
56701,Nasdaq:KOSS,12.33
56806,NASDAQ:KRSL,0
56868,Nasdaq:PNRG,63
56873,NYSE:KR,45.51
56978,Nasdaq:KLIC,56.95
57083,NYSE:KYO,0
57131,NYSE:LZB,34.3
57201,,0
57515,Nasdaq:LANC,159.89
57528,NASDAQ:LNCE,0
57725,NYSE:LCI,0
58361,Nasdaq:LEE,35.12
58492,NYSE:LEG,38
59255,NYSE:VHI,26.21
59440,NYSE:VGR,11.94
59478,NYSE:LLY,263.48
59527,Nasdaq:LECO,131.41
59558,NYSE:LNC,62.86
60086,NYSE:L,55.58
60519,NYSE:LPX,71.97
60527,NYSE:ELC,0
60667,NYSE:LOW,245.62
60714,NYSE:LXU,8.54
60751,NYSE:LZ,0
60977,NYSE:LDL,0
61004,AMEX:LGL,0
61397,BATS:FMAG,24.2
61398,AMEX:TELL,0
61442,,0
61478,NYSE:ADCT,21.02
61986,NYSE:MTW,16.9
62234,NYSE:MCS,17.22
62362,Nasdaq:MARPS,0
62709,NYSE:MMC,168.3
62996,NYSE:MAS,64.74
63276,Nasdaq:MAT,20.15
63296,Nasdaq:MATW,33.96
63330,NYSE:MLP,9.51
63754,NYSE:MKC,93.91
63908,NYSE:MCD,261.73
64040,NYSE:SPGI,460.34
64463,Nasdaq:SLNH,241
64472,AMEX:GENC,0
64803,NYSE:CVS,100.32
64996,NYSE:MCY,51.27
65100,NYSE:MER,0
65172,NYSE:MSB,24.25
65201,NYSE:MPR,0
65270,NYSE:MEI,44.56
65312,AMEX:EVI,0
65358,NASDAQ:UCAP,0
65433,NYSE:MXF,15.03
65596,Nasdaq:SIEB,2.16
65770,Nasdaq:MVIS,5.66
65984,NYSE:ETR,109.45
66004,Nasdaq:MSEX,108.89
66032,,0
66382,Nasdaq:MLKN,34.22
66418,AMEX:MXC,0
66570,NYSE:MSA,139.55
66649,NYSE:MGN,0
66740,NYSE:MMM,144.34
66756,NYSE:ALE,63.66
66901,NYSE:EMP,0
66904,,0
67088,NYSE:MUFG,5.46
67215,NYSE:DY,86.67
67279,NASDAQ:MOCO,0
67347,NYSE:MOD,9.51
67625,NYSE:MNR,0
67686,NYSE:MON,0
67716,NYSE:MDU,19.76
67813,NYSE:MTS,0
67887,NYSE:MOGA,0
68270,NYSE:RT,0
68505,NYSE:MSI,255.9
68622,NYSE:CTBB,25.47
68709,NASDAQ:MTSC,0
69422,Nasdaq:INTG,49.9
69488,NYSE:MYE,19.05
69633,Nasdaq:NSSC,24.22
69733,Nasdaq:NATH,55.88
69891,Nasdaq:FIZZ,46.89
70145,NYSE:NFG,62.38
70318,NYSE:THC,72.89
70415,NYSE:GPX,0
70487,Nasdaq:NRC,40.7
70502,NYSE:NRUC,26.73
70793,NYSE:NTY,0
70858,NYSE:BAC,43.16
70866,NYSE:VYX,22.91
71508,NYSE:ENJ,0
71691,NYSE:NYT,45.31
71829,NYSE:NR,2.81
71932,NYSE:NMKBP,0
72162,NYSE:NL,6.91
72207,NYSE:NBL,0
72331,Nasdaq:NDSN,245.54
72333,NYSE:JWN,20.1
72423,NASDAQ:NTK,0
72444,Nasdaq:VXRT,7.52
72573,NYSE:MOV,38.22
72633,NYSE:NRT,9.86
72741,NYSE:ES,89.67
72903,Nasdaq:XEL,67.12
72911,NYSE:NRTLQ,0
72971,NYSE:WFC,46.85
73124,Nasdaq:NTRS,114.49
73290,Nasdaq:BMRA,4.11
73309,NYSE:NUE,111.13
73756,NYSE:OII,10.93
73887,NYSE:VTOL,29.47
74046,NYSE:ODC,30.28
74208,NYSE:UDR,57.69
74260,NYSE:ORI,23.24
74303,NYSE:OLN,52.72
75208,NYSE:OSG,1.71
75252,NYSE:OMI,42.26
75288,NYSE:OXM,92.8
75340,Nasdaq:PFIN,0
75362,Nasdaq:PCAR,54.75
75398,NYSE:PAI,15.41
75488,NYSE:PCG,11.99
75677,NYSE:PKG,129.06
76174,,0
76267,NYSE:PKE,12.9
76282,Nasdaq:PKOH,19.22
76334,NYSE:PH,296.38
76605,Nasdaq:PATK,74.89
77159,Nasdaq:ROCC,0
77281,OTC:PRET,0
77360,NYSE:PNR,69.03
77449,NYSE:PBY,0
77476,Nasdaq:PEP,169.42
77543,NYSE:TPC,12.23
77597,NYSE:SEH,0
77776,NYSE:PHH,0
77877,Nasdaq:PDCE,0
78003,NYSE:PFE,61.02
78066,NYSE:PD,34.85
78128,NYSE:WTRG,51.39
78150,NYSE:PHI,37.12
78239,NYSE:PVH,94.49
78460,NYSE:PNY,0
78536,NASDAQ:DINE,0
78749,Nasdaq:AGYS,43.3
78778,NYSE:PJC,0
78814,NYSE:PBI,6.28
78890,NYSE:BCO,61.77
79035,NYSE:POLY,0
79282,NYSE:BRO,65.95
79879,NYSE:PPG,160.68
79958,NYSE:PCP,0
80035,Nasdaq:PLPC,57.15
80124,NASDAQ:PLFE,0
80172,NYSE:NPK,80.11
80257,,0
80420,Nasdaq:POWL,27.73
80424,NYSE:PG,157.86
80661,NYSE:PGR,101.52
81318,NYSE:YUMA,0
81362,NYSE:KWR,220.26
81955,Nasdaq:RAND,16.65
82020,Nasdaq:USLM,122.25
82166,NASDAQ:RAVN,0
82267,NYSE:RTN,0
82473,AMEX:IHT,0
82811,NYSE:RRX,158.08
83402,NASDAQ:REXI,0
84246,NYSE:RLI,109.06
84748,NYSE:ROG,270.37
84792,NYSE:ROH,0
84839,NYSE:ROL,32.17
85408,NYSE:RDC,0
85535,Nasdaq:RGLD,102.3
85961,NYSE:R,75.79
85974,NYSE:RYL,0
86144,NYSE:SWY,0
86312,NYSE:TRV,153.53
87050,Nasdaq:NEON,9.04
87347,NYSE:SLB,28.47
87565,NASDAQ:SHLM,0
88132,NYSE MKT:SEB,0
88205,NYSE:SPXC,54.77
88941,Nasdaq:SMTC,82.89
88948,Nasdaq:SENEA,46.71
89089,NYSE:SCI,68.17
89140,AMEX:SVT,0
89270,NYSE:SLI,0
89439,NYSE:MLI,27.89
89800,NYSE:SHW,335.69
90168,AMEX:SIF,0
90185,NASDAQ:SIAL,0
90498,Nasdaq:SFNC,28.34
90896,NYSE:SKY,70.04
91142,NYSE:AOS,79.27
91419,NYSE:SJM,135.04
91440,NYSE:SNA,204.51
91576,NYSE:KEY,22.07
91767,NYSE:SON,55.01
91847,NYSE:SOR,41.54
91928,NYSE:SJIJ,0
92103,,0
92122,NYSE:SO,67.12
92230,NYSE:TFC,55.67
92380,NYSE:LUV,39.36
92472,NASDAQ:SWWC,0
92679,NYSE:SPA,0
93284,NYSE:ICB,0
93314,AMEX:VNRX,0
93389,NYSE:SMP,50.02
93410,NYSE:CVX,113.65
93451,NYSE:STL,0
93556,NYSE:SWK,177.94
93676,NYSE:SCX,0
93751,NYSE:STT,90.1
93859,NYSE:BH,145.52
94049,NYSE:SCL,116.24
94344,NYSE:STC,73.74
94845,NYSE:LEVI,23.04
95029,NYSE:RGR,65.17
95047,,0
95052,NASDAQ:RDEN,0
95521,NYSE:SVU,0
95552,NYSE:SUP,4.14
95574,Nasdaq:SGC,20.54
95585,,0
95953,Nasdaq:ACNT,13.92
96021,NYSE:SYY,71.21
96223,NYSE:JEF,34.58
96289,NYSE:RSH,0
96536,Nasdaq:TAYD,10.07
96638,NASDAQ:ADVNQ,0
96763,NYSE:PULS,0
96793,AMEX:SSY,0
96831,NASDAQ:TECUA,0
96869,NYSE:TRC,17.98
96885,OTC:TIKK,0
96943,NYSE:TFX,312.4
96966,NYSE:TDJ,0
97134,NYSE:TNC,77.11
97196,NASDAQ:AMIC,0
97210,Nasdaq:TER,155.71
97216,NYSE:TEX,40.6
97472,NYSE:TXI,0
97476,Nasdaq:TXN,184.24
97745,NYSE:TMO,649.32
98222,NYSE:TDW,10.59
98246,NYSE:TIF,0
98338,Nasdaq:TSRI,8.04
98362,NYSE:TKR,63.93
98677,NYSE:TR,33.74
99197,NYSE:TAI,0
99302,Nasdaq:TRNS,87.48
99359,NYSE:BZC,0
99614,NYSE:TY,31.75
99780,NYSE:TRN,28.44
100378,Nasdaq:TWIN,10.95
100493,NYSE:TSN,84.84
100517,Nasdaq:UAL,41.1
100591,NYSE:AGX,37.01
100726,NYSE:UFI,21.34
100885,NYSE:UNP,240.64
100979,,0
101063,NYSE:CQB,0
101199,Nasdaq:UFCS,22.31
101295,Nasdaq:UG,16.35
101382,Nasdaq:UMBF,99.01
101538,AMEX:UAMY,0
101542,,0
101594,Nasdaq:USEG,3.45
101778,NYSE:MRO,14.86
101829,NYSE:RTX,81.03
101830,NYSE:S,49.15
101984,Nasdaq:UEIC,39.3
102037,NYSE:UVV,53.05
102109,AMEX:UUU,0
102212,Nasdaq:UVSP,28.26
102426,NYSE:STEW,13.58
102499,NASDAQ:GEOW,0
102729,NYSE:VMI,232.87
102752,Nasdaq:VSEC,58
103145,Nasdaq:VECO,26.02
103379,NYSE:VFC,68.09
103595,Nasdaq:VLGEA,22.18
103730,NYSE:VSH,20.05
103872,NYSE MKT:VOLT,0
104169,NYSE:WMT,46.4
104207,NYSE:WAG,0
104375,,0
104777,NYSE:ALTV,0
104889,NYSE:GHC,560.36
104894,NYSE:ELME,25.24
104897,NASDAQ:WSCI,0
104918,NYSE:AVA,40.74
105016,NYSE:WSO,299.85
105132,Nasdaq:WDFC,243.53
105319,Nasdaq:WW,15.78
105418,NYSE:WMK,65.02
105634,NYSE:EME,118.31
105744,AMEX:GBR,0
105770,NYSE:WST,439.03
106040,Nasdaq:WDC,55.9
106374,,0
106455,NASDAQ:WLBA,0
106532,Nasdaq:WEYS,21.98
106535,NYSE:WY,38.13
106640,NYSE:WHR,220.17
107140,NYSE:WLY,52.59
107263,NYSE:WMB,25.35
107559,,0
107687,NYSE:WGO,65.59
108312,Nasdaq:WWD,102.75
108385,Nasdaq:WRLD,251.22
108516,NYSE:WOR,30.31
108985,Nasdaq:YORW,48.45
109156,NYSE:ZLC,0
109177,NYSE:SPB,95.15
109198,NYSE:TJX,72.48
109380,Nasdaq:ZION,59.4
109563,NYSE:AIT,97.05
109657,Nasdaq:GTBP,108
109747,,0
110390,NYSE:UN,0
110430,NYSE:FTO,0
110471,NYSE:WWW,27.6
110621,NYSE:RPM,95.71
200245,,0
200406,NYSE:JNJ,167.75
201283,NYSE:TLM,0
201461,NYSE:CYN,0
201533,,0
202058,NYSE:LHX,202.02
202467,,0
202890,NASDAQ:ARS,0
203077,NYSE:STJ,0
203248,NYSE:SUG,0
203527,NYSE:VAR,0
203596,Nasdaq:WSBC,32.83
215419,NYSE:CKP,0
215466,NYSE:CDE,4.94
215829,,0
215994,,0
216039,NYSE:GRBEQ,0
216085,NYSE:HVT,29.87
216108,NYSE:NFS,0
216228,NYSE:ITT,95.79
216539,NYSE:MEG,66.66
216851,NYSE:PEO,15.7
216934,,0
217346,NYSE:TXT,72.25
217410,NYSE:UL,52.53
225208,,0
225263,NYSE MKT:NEWP,0
225635,NYSE:BIE,0
225648,NYSE:CVA,0
230119,NASDAQ:CRBC,0
230498,NYSE:RKT,14.46
230557,Nasdaq:SIGI,78.83
275053,Nasdaq:NATR,18.11
275119,NASDAQ:BYLK,0
275694,NYSE:MCI,16.01
275880,NYSE:PSN,31.3
276209,NASDAQ:CTWS,0
276463,NYSE:XOVR,0
276720,Nasdaq:PCYO,13.76
277058,NYSE:UWN,0
277135,NYSE:GWW,489.33
277375,NASDAQ:DGAS,0
277509,NYSE:FSS,40.43
277595,NYSE:EGN,0
277807,,0
277948,Nasdaq:CSX,35.31
278041,NYSE:ISH,0
278130,NYSE:PIR,0
278165,Nasdaq:OMQS,0
278166,Nasdaq:CVCO,288.11
310056,NYSE:VII,0
310142,NYSE:SXT,94.96
310158,NYSE:MRK,76.41
310354,NYSE:SXI,103.16
310568,NASDAQ:MSCC,0
310764,NYSE:SYK,247.77
311046,,0
311094,Nasdaq:WABC,55.48
311337,NYSE:SU,23.1
311471,NASDAQ:APAGF,0
311817,NYSE MKT:HMG,0
312069,NYSE:BCS,9.6
312070,CBOE:ATMP,0
313041,,0
313143,NYSE:HAE,50
313216,NYSE:PHG,31.77
313364,NYSE:MTR,5.53
313395,NASDAQ:TXCOQ,0
313616,NYSE:DHR,278.62
313716,NASDAQ:HDNG,0
313807,NYSE:BP,25.65
313838,NYSE:SONY,118.95
313927,NYSE:CHD,98.84
314203,NYSE:MUX,8.7
314227,Nasdaq:TOMZ,1.97
314423,NYSE:RNDY,0
314489,Nasdaq:BUSE,25.91
314590,NYSE:SSL,15.27
314606,NYSE:GEOKQ,0
314712,,0
314808,NYSE:VAL,34.27
315131,NYSE:PHX,2.13
315189,NYSE:DE,338.66
315213,NYSE:RHI,106.03
315293,NYSE:AON,290.52
315374,Nasdaq:HURC,28.94
315449,NYSE:UQM,0
315545,OTC:PVCT,0
315709,Nasdaq:IBOC,39.97
315849,NYSE:SGB,0
315852,NYSE:RRC,17.9
315858,NYSE:BVH,0
316206,NYSE:HOT,0
316253,NYSE:ENZ,3.2
316300,NYSE:XCO,0
316709,NYSE:SCHW,80.68
316736,NYSE:FPP,0
316793,NYSE:IRF,0
316888,AMEX:ASM,0
317540,Nasdaq:COKE,590.87
317788,Nasdaq:APPS,55.94
317891,,0
318154,Nasdaq:AMGN,219.99
318306,Nasdaq:ABEO,7.74
318673,Nasdaq:SNFCA,7.84
318771,NYSE:DNA,11.06
318833,NYSE:TISI,10.9
318996,NYSE:KEGX,0
319156,NYSE:CBNR,0
319201,Nasdaq:KLAC,385.5
319240,NASDAQ:IRIS,0
319458,AMEX:ENSV,0
319654,NYSE:PBT,8.32
319655,NYSE:SJT,5.9
319815,NASDAQ:MXWL,0
320017,Nasdaq:LSTA,13.28
320121,Nasdaq:TLS,14.86
320187,NYSE:NKE,156.98
320193,Nasdaq:AAPL,169.75
320335,NYSE:GL,86.86
320340,NYSE:CCRD,39.69
320345,NASDAQ:MCRS,0
320387,NASDAQ:FMFC,0
350698,NYSE:AN,110.56
350737,NASDAQ:OBCI,0
350797,NYSE:EV,0
350846,NYSE:STS,0
350852,Nasdaq:CTBI,41.87
350868,Nasdaq:ITI,3.74
350894,Nasdaq:SEIC,58.31
350907,NASDAQ:THOR,0
351483,NASDAQ:ASMI,0
351569,Nasdaq:ABCB,46.65
351789,Nasdaq:ELSE,5.73
351817,NYSE:SBOW,21.17
351834,Nasdaq:STKL,6.73
351903,NASDAQ:EPHC,0
351998,Nasdaq:DAIO,4.4
352363,NYSE:KATE,0
352541,NASDAQ:LNT,59.93
352613,NASDAQ:TALL,0
352747,NASDAQ:UGNEQ,0
352825,Nasdaq:FSTR,12.8
352915,NYSE:UHS,124.61
352955,AMEX:CKX,0
352988,,0
353020,NASDAQ:AEGN,0
353024,BATS:PXUS,0
353184,Nasdaq:AIRT,24
353230,NYSE:OCR,0
353278,NYSE:NVO,51.77
353646,,0
354190,NYSE:AJG,164.26
354647,Nasdaq:CVBF,20.91
354655,NASDAQ:BOLT,4.69
354707,NYSE:HE,40.39
354869,NASDAQ:FMER,0
354908,NASDAQ:FLIR,0
354950,NYSE:HD,389.4
354963,Nasdaq:SHEN,25.92
355019,Nasdaq:FONR,14.76
355379,Nasdaq:MDWT,0
355429,NYSE:PL,5.9
355766,NYSE:HWG,0
355777,NASDAQ:LOJN,0
355811,Nasdaq:GNTX,33.2
355948,Nasdaq:RELL,11.37
355999,NASDAQ:USTR,0
356028,NASDAQ:CA,0
356037,Nasdaq:CSPI,4.06
356080,NYSE:BLC,0
356130,NASDAQ:EMCI,0
356171,Nasdaq:TCBK,40.39
356213,NASDAQ:PNK,0
356309,NYSE:NJR,40.33
356708,NASDAQ:FRGBQ,0
356858,NASDAQ:FBCI,0
357020,NASDAQ:XCRA,0
357097,NASDAQ:FCSC,0
357173,Nasdaq:OSBC,12.34
357294,NYSE:HOV,112.78
357301,Nasdaq:TRST,32.5
700564,Nasdaq:FULT,26.28
700565,Nasdaq:FMBH,41.41
700733,NASDAQ:NPBC,0
700841,Nasdaq:RCMT,6.45
700863,NASDAQ:SUSQ,0
700923,Nasdaq:MYRG,102.22
701288,Nasdaq:ATRI,709.9
701345,NYSE:LCC,0
701347,NYSE:CPF,26.85
701374,NYSE:SIX,40.18
701719,AMEX:ELA,0
701811,NASDAQ:MENT,0
701818,NYSE:KGC,5.57
701869,NYSE:IHC,0
701985,NYSE:BBWI,67.98
702325,NASDAQ:FMBI,0
702513,NASDAQ:BOCH,0
702902,NASDAQ:HNBC,0
703109,,0
703351,NYSE:EAT,35.54
703361,NASDAQ:IDTI,0
703604,Nasdaq:DSGR,22.63
704051,NASDAQ:INFR,30.97
704415,NASDAQ:TVTY,0
704440,Nasdaq:KRMD,3.03
