CIK,"('exchange_and_symbol', 'variation_0')",stock_price_at_prediction_date,date
1362988,NYSE:AYR,0,2021-04-01
1363381,,0,2021-04-01
1363421,NYSE:JGV,0,2021-04-01
1363438,NYSE:FEO,0,2021-04-01
1363829,NASDAQ:ESGRO,253.59,2021-04-01
1363851,NASDAQ:CTRX,0,2021-04-01
1363890,NYSE:KED,0,2021-04-01
1364099,NASDAQ:IPHS,0,2021-04-01
1364125,AMEX:WRN,0,2021-04-01
1364128,NYSE MKT:AXU,0,2021-04-01
1364250,NYSE:DEI,32.33,2021-04-01
1364389,NYSE:CXO,0,2021-04-01
1364479,NYSE:HRI,98.23,2021-04-01
1364541,NASDAQ:EROC,0,2021-04-01
1364644,NYSE:CHQGF,0,2021-04-01
1364728,,0,2021-04-01
1364742,NYSE:BLK,730.92,2021-04-01
1364856,NASDAQ:MNRK,0,2021-04-01
1364885,NYSE:SPR,48.27,2021-04-01
1364954,NYSE:CHGG,92.6,2021-04-01
1364962,NASDAQ:IMPV,0,2021-04-01
1365038,NYSE:LEAF,0,2021-04-01
1365135,NYSE:WU,24.77,2021-04-01
1365241,,0,2021-04-01
1365555,NASDAQ:AFSI,0,2021-04-01
1365742,NYSE:ATV,0,2021-04-01
1365767,Nasdaq:ALLT,15.46,2021-04-01
1365784,,0,2021-04-01
1365997,NASDAQ:BCAR,0,2021-04-01
1366246,NASDAQ:GLUU,0,2021-04-01
1366312,,0,2021-04-01
1366340,NASDAQ:FNJN,0,2021-04-01
1366367,NASDAQ:YDKN,0,2021-04-01
1366527,NASDAQ:CBLK,0,2021-04-01
1366561,NYSE:SMAR,66.65,2021-04-01
1366649,NASDAQ:DLGC,0,2021-04-01
1366868,AMEX:GSAT,0,2021-04-01
1367064,NASDAQ:APLP,0,2021-04-01
1367083,Nasdaq:SNOA,7.38,2021-04-01
1367311,,0,2021-04-01
1367396,,0,2021-04-01
1367644,NYSE:EBS,95.03,2021-04-01
1367859,Nasdaq:CZWI,12.9,2021-04-01
1367920,Nasdaq:CNCE,0,2021-04-01
1368007,NYSE:NYX,0,2021-04-01
1368265,Nasdaq:CLNE,15.94,2021-04-01
1368308,NASDAQ:HPJ,0,2021-04-01
1368358,NASDAQ:CSRE,0,2021-04-01
1368365,Nasdaq:MARK,0,2021-04-01
1368458,NYSE:SBH,20.14,2021-04-01
1368493,NYSE:CAF,22.44,2021-04-01
1368514,Nasdaq:ADMA,2.08,2021-04-01
1368519,NYSE:NOA,10.95,2021-04-01
1368622,Nasdaq:AVAV,119.19,2021-04-01
1368745,,0,2021-04-01
1368802,NYSE:ATN,0,2021-04-01
1368879,,0,2021-04-01
1368893,NYSE:BCF,0,2021-04-01
1368900,,0,2021-04-01
1368993,NASDAQ:WGBS,0,2021-04-01
1369085,AMEX:NEWP,0,2021-04-01
1369241,NYSE:DAC,53.12,2021-04-01
1369290,AMEX:MYO,0,2021-04-01
1369568,Nasdaq:CPRX,4.69,2021-04-01
1369786,NASDAQ:SGNT,0,2021-04-01
1369817,NYSE:OB,0,2021-04-01
1369868,NASDAQ:CBPO,0,2021-04-01
1370053,Nasdaq:ANAB,22.31,2021-04-01
1370314,,0,2021-04-01
1370416,Nasdaq:WPRT,86.4,2021-04-01
1370431,NYSE:VEDL,0,2021-04-01
1370450,Nasdaq:WLDN,40.05,2021-04-01
1370489,,0,2021-04-01
1370637,Nasdaq:ETSY,219.77,2021-04-01
1370702,NASDAQ:QTNA,0,2021-04-01
1370755,Nasdaq:TCPC,14.09,2021-04-01
1370804,,0,2021-04-01
1370880,NASDAQ:MNDT,0,2021-04-01
1370946,NYSE:OC,89.82,2021-04-01
1371011,,0,2021-04-01
1371217,Nasdaq:RSLS,522,2021-04-01
1371285,Nasdaq:TRUP,80.43,2021-04-01
1371446,NASDAQ:FBRC,0,2021-04-01
1371455,,0,2021-04-01
1371489,Nasdaq:III,4.06,2021-04-01
1371541,NASDAQ:HQCL,0,2021-04-01
1371571,,0,2021-04-01
1371782,NYSE:MVO,4.34,2021-04-01
1372000,NYSE:UPGI,0,2021-04-01
1372020,Nasdaq:GLDD,14.44,2021-04-01
1372041,NASDAQ:PAET,0,2021-04-01
1372117,NYSE:IRR,0,2021-04-01
1372183,Nasdaq:NXTP,0,2021-04-01
1372299,NASDAQ:OCGN,8.53,2021-04-01
1372326,,0,2021-04-01
1372336,NYSE:LBRT,11.03,2021-04-01
1372375,NYSE:MM,0,2021-04-01
1372414,NYSE:HIVE,0,2021-04-01
1372514,Nasdaq:KPRX,2023.2,2021-04-01
1372612,NYSE:BOX,23.65,2021-04-01
1372791,,0,2021-04-01
1372807,Nasdaq:PTMN,21.4,2021-04-01
1372920,NYSE:EDU,163.4,2021-04-01
1373060,NYSE:MR,0,2021-04-01
1373561,NASDAQ:NEWS,0,2021-04-01
1373641,,0,2021-04-01
1373670,NYSE:GRBK,22.04,2021-04-01
1373707,NASDAQ:TTPH,0,2021-04-01
1373715,NYSE:NOW,476.65,2021-04-01
1373835,NYSE:SE,217.84,2021-04-01
1373980,,0,2021-04-01
1373988,NASDAQ:ESSX,0,2021-04-01
1374128,NASDAQ:ENTL,0,2021-04-01
1374293,NASDAQ:FTA,63.52,2021-04-01
1374310,BATS:CBOE,100.99,2021-04-01
1374328,Nasdaq:FTLF,0,2021-04-01
1374339,Nasdaq:PMN,7.2,2021-04-01
1374535,NASDAQ:AIMCV,0,2021-04-01
1374684,NYSE:MULE,0,2021-04-01
1374690,Nasdaq:LRMR,17.73,2021-04-01
1374756,NASDAQ:ORIT,0,2021-04-01
1374783,NASDAQ:MSBF,0,2021-04-01
1374993,NASDAQ:WAVE,0,2021-04-01
1375063,NASDAQ:SYMX,0,2021-04-01
1375083,,0,2021-04-01
1375151,NASDAQ:ZGNX,0,2021-04-01
1375200,NASDAQ:PATH,0,2021-04-01
1375205,AMEX:URG,0,2021-04-01
1375247,NASDAQ:OMPI,0,2021-04-01
1375271,,0,2021-04-01
1375320,NASDAQ:HBNK,0,2021-04-01
1375336,,0,2021-04-01
1375340,NYSE:FOF,13.17,2021-04-01
1375365,Nasdaq:SMCI,38.92,2021-04-01
1375387,NYSE:DHG,0,2021-04-01
1375514,,0,2021-04-01
1375557,NASDAQ:UNTD,0,2021-04-01
1375686,NASDAQ:THTI,0,2021-04-01
1375796,NYSE:TLRA,0,2021-04-01
1375829,NASDAQ:RRM,0,2021-04-01
1375877,Nasdaq:CSIQ,48.8,2021-04-01
1375996,NASDAQ:UNXL,0,2021-04-01
1376139,NYSE:CVI,18.92,2021-04-01
1376227,NYSE:UNG,0,2021-04-01
1376321,Nasdaq:CNET,15.4,2021-04-01
1376339,Nasdaq:MDXG,10.57,2021-04-01
1376610,Nasdaq:HYMC,71.1,2021-04-01
1376742,,0,2021-04-01
1376812,,0,2021-04-01
1376972,NASDAQ:HMIN,0,2021-04-01
1376986,NYSE:TVC,25.36,2021-04-01
1377013,NYSE:TWC,0,2021-04-01
1377121,Nasdaq:PTGX,31.09,2021-04-01
1377630,Nasdaq:NCMI,50.3,2021-04-01
1377720,NASDAQ:CYDEQ,0,2021-04-01
1377757,AMEX:GAU,0,2021-04-01
1377789,Nasdaq:AVNW,33.02,2021-04-01
1377902,,0,2021-04-01
1377936,NYSE:SAJ,24.25,2021-04-01
1378020,NASDAQ:BNCL,0,2021-04-01
1378140,AMEX:OPTT,0,2021-04-01
1378239,Nasdaq:OMAB,109.4,2021-04-01
1378564,NYSE:ZPIN,0,2021-04-01
1378590,Nasdaq:BLIN,3.63,2021-04-01
1378624,,0,2021-04-01
1378701,NYSE:GDL,8.84,2021-04-01
1378706,NYSE:ADGE,0,2021-04-01
1378718,NYSE:WAIR,0,2021-04-01
1378789,NYSE:AER,59.47,2021-04-01
1378946,NASDAQ:PBCT,17.46,2021-04-01
1378950,Nasdaq:PRTS,14.75,2021-04-01
1378992,NYSE:BERY,60.25,2021-04-01
1379006,AMEX:NNVC,0,2021-04-01
1379041,NYSE:EIG,40.4,2021-04-01
1379246,NASDAQ:BODY,0,2021-04-01
1379378,NYSE:DEP,0,2021-04-01
1379384,NYSE:BTZ,14.34,2021-04-01
1379400,NYSE:AOD,9.51,2021-04-01
1379438,NYSE:EXG,9.32,2021-04-01
1379661,NYSE:NGLS,0,2021-04-01
1379785,NYSE:BBDC,9.9,2021-04-01
1380180,,0,2021-04-01
1380509,NYSE:HF,0,2021-04-01
1380712,,0,2021-04-01
1380846,NASDAQ:TSCAP,0,2021-04-01
1380936,NYSE:GOF,20.87,2021-04-01
1380992,NASDAQ:EPAY,0,2021-04-01
1381074,Nasdaq:RTC,56.85,2021-04-01
1381197,Nasdaq:IBKR,78.01,2021-04-01
1381353,BATS:FPFD,0,2021-04-01
1381531,NYSE:UFS,0,2021-04-01
1381639,NASDAQ:MFLR,0,2021-04-01
1381640,Nasdaq:MLCO,20.86,2021-04-01
1381668,Nasdaq:TFSL,20.62,2021-04-01
1382101,Nasdaq:STRO,24.94,2021-04-01
1382158,NYSE:TSL,0,2021-04-01
1382219,,0,2021-04-01
1382230,Nasdaq:ESSA,16,2021-04-01
1382298,NYSE:TEOZF,0,2021-04-01
1382413,,0,2021-04-01
1382574,Nasdaq:MEDS,100.5,2021-04-01
1382696,,0,2021-04-01
1382821,Nasdaq:RDFN,69.28,2021-04-01
1383054,,0,2021-04-01
1383055,,0,2021-04-01
1383057,NYSE:DBP,0,2021-04-01
1383058,NYSE:DBO,0,2021-04-01
1383062,NYSE:DBE,0,2021-04-01
1383082,NYSE:DBA,0,2021-04-01
1383084,NYSE:DBB,0,2021-04-01
1383145,,0,2021-04-01
1383149,NYSE:UDN,0,2021-04-01
1383151,NYSE:UUP,0,2021-04-01
1383154,,0,2021-04-01
1383312,NYSE:BR,147.59,2021-04-01
1383395,NYSE:SQNS,6.41,2021-04-01
1383414,NYSE:PNNT,5.8,2021-04-01
1383441,NYSE:NIE,27.72,2021-04-01
1383650,NYSE:CQP,43.29,2021-04-01
1383729,NYSE:FIO,0,2021-04-01
1383790,NASDAQ:SSRX,0,2021-04-01
1383803,NASDAQ:JMPNL,0,2021-04-01
1383871,NYSE:LOCK,0,2021-04-01
1384032,,0,2021-04-01
1384072,NASDAQ:VNR,0,2021-04-01
1384101,Nasdaq:VCYT,54.41,2021-04-01
1384135,,0,2021-04-01
1384195,AMEX:REI,0,2021-04-01
1384905,NYSE:RNG,322.59,2021-04-01
1385157,NYSE:TEL,128.51,2021-04-01
1385187,NYSE:COV,0,2021-04-01
1385228,,0,2021-04-01
1385280,NYSE:CNK,22.36,2021-04-01
1385290,,0,2021-04-01
1385292,NASDAQ:TYPE,0,2021-04-01
1385424,,0,2021-04-01
1385508,Nasdaq:OPNT,0,2021-04-01
1385544,,0,2021-04-01
1385598,NASDAQ:JASO,0,2021-04-01
1385613,Nasdaq:GLRE,8.85,2021-04-01
1385632,NYSE:IAE,9.42,2021-04-01
1385763,NYSE:JCE,14.58,2021-04-01
1385818,Nasdaq:AYTU,175.4,2021-04-01
1385830,,0,2021-04-01
1385849,AMEX:UUUU,0,2021-04-01
1385943,Nasdaq:HUMA,12.3,2021-04-01
1386067,NYSE:EOD,5.17,2021-04-01
1386198,NASDAQ:MEMS,0,2021-04-01
1386278,NYSE:GDOT,49.1,2021-04-01
1386301,Nasdaq:RSSS,2.16,2021-04-01
1386570,Nasdaq:CDXC,10.39,2021-04-01
1386608,,0,2021-04-01
1386716,Nasdaq:SBLK,16.74,2021-04-01
1386858,NASDAQ:HPTX,0,2021-04-01
1386926,NYSE:KFH,0,2021-04-01
1387467,Nasdaq:AOSL,34.93,2021-04-01
1387637,NYSE:JBR,0,2021-04-01
1387713,,0,2021-04-01
1387829,NASDAQ:GNBC,0,2021-04-01
1388126,AMEX:HNW,0,2021-04-01
1388133,NASDAQ:SHOR,0,2021-04-01
1388141,NYSE:EDD,5.95,2021-04-01
1388195,NYSE:PMC,0,2021-04-01
1388430,NYSE:CAIIP,0,2021-04-01
1388658,Nasdaq:IRTC,142.54,2021-04-01
1388855,,0,2021-04-01
1389002,Nasdaq:MRIN,12.06,2021-04-01
1389050,NYSE:AROC,9.72,2021-04-01
1389072,NASDAQ:HTWR,0,2021-04-01
1389170,NYSE:TRGP,32.01,2021-04-01
1389207,OTC:GFASY,0,2021-04-01
1389476,,0,2021-04-01
1389545,AMEX:NBY,0,2021-04-01
1389771,,0,2021-04-01
1389797,NASDAQ:FSBC,0,2021-04-01
1389936,,0,2021-04-01
1390162,NASDAQ:HBMD,0,2021-04-01
1390195,NYSE:AWP,5.81,2021-04-01
1390312,NYSE:BKJ,0,2021-04-01
1390478,Nasdaq:SLS,10.27,2021-04-01
1390777,NYSE:BK,45.21,2021-04-01
1390844,NYSE:WBC,0,2021-04-01
1391127,Nasdaq:EGIO,141.4,2021-04-01
1391137,NASDAQ:BCSB,0,2021-04-01
1391437,NYSE:GRX,12.56,2021-04-01
1391636,NYSE:CYNI,0,2021-04-01
1391947,,0,2021-04-01
1392091,NASDAQ:BKEPP,0,2021-04-01
1392326,Nasdaq:CPLP,11.76,2021-04-01
1392380,Nasdaq:GEVO,10.06,2021-04-01
1392522,NYSE:FSL,0,2021-04-01
1392562,NASDAQ:LABC,0,2021-04-01
1392694,Nasdaq:SURG,23,2021-04-01
1392972,NYSE:PRO,44.84,2021-04-01
1392994,NYSE:FGB,3.94,2021-04-01
1393020,NASDAQ:IVTY,0,2021-04-01
1393052,NYSE:VEEV,267.27,2021-04-01
1393066,NYSE:RFP,0,2021-04-01
1393299,NYSE:BGY,6.03,2021-04-01
1393311,NYSE:PSA,236.7,2021-04-01
1393434,Nasdaq:OCUL,19.95,2021-04-01
1393584,NYSE:AMWL,19.35,2021-04-01
1393612,NYSE:DFS,94.68,2021-04-01
1393726,Nasdaq:TIPT,7.65,2021-04-01
1393818,NYSE:BX,73.55,2021-04-01
1393883,NYSE:DHX,2.96,2021-04-01
1394029,,0,2021-04-01
1394056,Nasdaq:OSS,7.66,2021-04-01
1394074,NYSE:SEP,0,2021-04-01
1394156,NASDAQ:SAUC,0,2021-04-01
1394159,NYSE:OWW,0,2021-04-01
1394220,OTC:RINO,0,2021-04-01
1394319,Nasdaq:TCON,183,2021-04-01
1394832,NYSE:ATS,21.92,2021-04-01
1394954,NASDAQ:GTAT,0,2021-04-01
1395057,NYSE:INB,0,2021-04-01
1395064,NYSE:TAK,19.9,2021-04-01
1395213,NYSE:EDN,3.37,2021-04-01
1395325,NYSE:ETJ,10.92,2021-04-01
1395593,,0,2021-04-01
1395627,NYSE:IID,0,2021-04-01
1395848,NASDAQ:IOTS,0,2021-04-01
1395937,Nasdaq:SNDX,24.29,2021-04-01
1395942,NYSE:KAR,15.33,2021-04-01
1395943,,0,2021-04-01
1396009,NYSE:VMC,162.04,2021-04-01
1396016,NASDAQ:EDS,0,2021-04-01
1396033,NYSE:LL,26.26,2021-04-01
1396167,NYSE:DEX,0,2021-04-01
1396238,,0,2021-04-01
1396247,,0,2021-04-01
1396277,Nasdaq:CHW,10.2,2021-04-01
1396278,,0,2021-04-01
1396279,NYSE:HGGG,0,2021-04-01
1396440,NYSE:MAIN,38.44,2021-04-01
1396446,NYSE:CYS,0,2021-04-01
1396502,NYSE:HTY,0,2021-04-01
1396536,Nasdaq:DUOT,7.95,2021-04-01
1396546,NYSE:VM,0,2021-04-01
1396814,Nasdaq:PCRX,70.27,2021-04-01
1396838,NYSE:DOLNQ,0,2021-04-01
1396878,NYSE:UGA,0,2021-04-01
1397016,Nasdaq:OPXS,1.92,2021-04-01
1397047,Nasdaq:FPAY,2.93,2021-04-01
1397173,NYSE:JTD,0,2021-04-01
1397183,Nasdaq:IVDA,3.36,2021-04-01
1397187,Nasdaq:LULU,313.6,2021-04-01
1397516,NASDAQ:REXX,0,2021-04-01
1397533,NASDAQ:ABBC,0,2021-04-01
1397702,Nasdaq:SILK,50.54,2021-04-01
1397911,Nasdaq:LPLA,144.78,2021-04-01
1398161,,0,2021-04-01
1398453,NYSE:XIN,30.4,2021-04-01
1398529,NASDAQ:MULT,0,2021-04-01
1398551,NASDAQ:YONG,0,2021-04-01
1398659,NYSE:G,43.21,2021-04-01
1398664,NYSE:ENP,0,2021-04-01
1398733,Nasdaq:AQST,4.98,2021-04-01
1398805,Nasdaq:BEEM,43.39,2021-04-01
1398931,,0,2021-04-01
1398987,NYSE:HOUS,15.71,2021-04-01
1399067,,0,2021-04-01
1399249,NYSE:PZN,0,2021-04-01
1399250,NASDAQ:TTHI,0,2021-04-01
1399520,Nasdaq:STKS,7.82,2021-04-01
1399521,NASDAQ:LIWA,0,2021-04-01
1399529,NASDAQ:DRNA,0,2021-04-01
1399708,Nasdaq:NVCN,0,2021-04-01
1399768,,0,2021-04-01
1399935,NASDAQ:FRANQ,0,2021-04-01
1400017,Nasdaq:TGAN,6.75,2021-04-01
1400271,NYSE MKT:CUBT,0,2021-04-01
1400438,Nasdaq:LGO,14.5,2021-04-01
1400810,NYSE:HCI,74.11,2021-04-01
1400848,NASDAQ:LPSB,0,2021-04-01
1400891,Nasdaq:IHRT,17.68,2021-04-01
1400897,NYSE:SRV,24.1,2021-04-01
1401040,Nasdaq:DMAC,10.23,2021-04-01
1401106,,0,2021-04-01
1401112,NASDAQ:PRGNL,0,2021-04-01
1401257,NYSE:FET,21.06,2021-04-01
1401395,Nasdaq:NEPT,0,2021-04-01
1401521,Nasdaq:ACIC,7.51,2021-04-01
1401564,Nasdaq:FFNW,14.46,2021-04-01
1401573,,0,2021-04-01
1401667,Nasdaq:PBYI,10.91,2021-04-01
1401680,NASDAQ:CSOD,0,2021-04-01
1401708,Nasdaq:NSTG,0,2021-04-01
1401914,Nasdaq:DARE,1.96,2021-04-01
1402057,Nasdaq:CDW,159.3,2021-04-01
1402281,,0,2021-04-01
1402328,Nasdaq:SBFM,2560,2021-04-01
1402364,,0,2021-04-01
1402388,NYSE:WFG,66.03,2021-04-01
1402436,Nasdaq:SSNC,69.07,2021-04-01
1402479,Nasdaq:MDVL,0,2021-04-01
1402829,NYSE:ORN,5.76,2021-04-01
1402902,,0,2021-04-01
1403085,,0,2021-04-01
1403132,NYSE:WX,0,2021-04-01
1403161,NYSE:V,208,2021-04-01
1403256,NYSE:SCU,0,2021-04-01
1403275,NYSE:FAV,0,2021-04-01
1403385,NYSE:SYA,0,2021-04-01
1403431,Nasdaq:HCCI,0,2021-04-01
1403475,Nasdaq:BMRC,39.77,2021-04-01
1403528,NYSE:OAK,0,2021-04-01
1403568,Nasdaq:ULTA,315.09,2021-04-01
1403708,Nasdaq:EVOK,26.16,2021-04-01
1403752,Nasdaq:ZYME,35.42,2021-04-01
1403794,,0,2021-04-01
1403795,NYSE:NIVS,0,2021-04-01
1403849,NASDAQ:PWRD,0,2021-04-01
1403853,NYSE MKT:NES,0,2021-04-01
1403882,NYSE:MTCN,0,2021-04-01
1404079,NYSE:SSN,0,2021-04-01
1404123,Nasdaq:ONEM,0,2021-04-01
1404281,Nasdaq:ELDN,13.65,2021-04-01
1404296,NASDAQ:ACFC,0,2021-04-01
1404433,AMEX:DPSI,0,2021-04-01
1404592,NYSE:RVM,0,2021-04-01
1404644,Nasdaq:NGNE,244.2,2021-04-01
1404655,NYSE:HUBS,459.65,2021-04-01
1404912,NYSE:KKR,48.76,2021-04-01
1404973,NASDAQ:EGC,0,2021-04-01
1405037,,0,2021-04-01
1405073,,0,2021-04-01
1405197,,0,2021-04-01
1405249,,0,2021-04-01
1405277,NASDAQ:CTCT,0,2021-04-01
1405287,,0,2021-04-01
1405419,,0,2021-04-01
1405495,Nasdaq:IDCC,64.99,2021-04-01
1405503,,0,2021-04-01
1405513,NYSE:UNL,0,2021-04-01
1405528,NYSE:USL,0,2021-04-01
1405658,NYSE:EJ,0,2021-04-01
1405858,,0,2021-04-01
1406081,,0,2021-04-01
1406234,NYSE:BIP,35.2,2021-04-01
1406251,NASDAQ:GACQ,0,2021-04-01
1406574,,0,2021-04-01
1406587,NYSE:FOR,23.53,2021-04-01
1406591,NYSE:FTT,0,2021-04-01
1406666,NYSE:CALX,46.33,2021-04-01
1406796,,0,2021-04-01
1407007,,0,2021-04-01
1407067,NYSE:FSB,0,2021-04-01
1407185,,0,2021-04-01
1407190,NYSE:VMEMQ,0,2021-04-01
1407268,,0,2021-04-01
1407298,NYSE:FLY,0,2021-04-01
1407437,,0,2021-04-01
1407463,,0,2021-04-01
1407623,Nasdaq:ROIC,16.18,2021-04-01
1407739,NYSE:DFT,0,2021-04-01
1408075,NYSE:GPK,18.07,2021-04-01
1408100,NYSE:KW,20.78,2021-04-01
1408198,NYSE:MSCI,419.36,2021-04-01
1408201,NYSE:TPZ,11.91,2021-04-01
1408287,NYSE:ZEP,0,2021-04-01
1408443,Nasdaq:MIST,7.28,2021-04-01
1408534,Nasdaq:FGBI,15.95,2021-04-01
1408710,NYSE:FN,87.8,2021-04-01
1408970,NASDAQ:BKCH,63.67,2021-04-01
1409134,NYSE:OSP,0,2021-04-01
1409171,Nasdaq:TITN,26.45,2021-04-01
1409269,Nasdaq:VERO,40.95,2021-04-01
1409375,Nasdaq:OESX,8.02,2021-04-01
1409447,,0,2021-04-01
1409493,NYSE:CIM,37.89,2021-04-01
1409690,NASDAQ:TBRA,0,2021-04-01
1409916,NYSE:HLTH,0,2021-04-01
1409970,NYSE:LC,21.4,2021-04-01
1410056,NYSE:GRHHQ,0,2021-04-01
1410064,,0,2021-04-01
1410098,Nasdaq:CRMD,9.63,2021-04-01
1410240,,0,2021-04-01
1410384,NYSE:QTWO,107.82,2021-04-01
1410402,,0,2021-04-01
1410428,Nasdaq:XWEL,41,2021-04-01
1410471,NASDAQ:IPCM,0,2021-04-01
1410636,NYSE:AWK,140.05,2021-04-01
1410703,,0,2021-04-01
1410711,,0,2021-04-01
1410838,NYSE:EPB,0,2021-04-01
1410939,Nasdaq:ISEE,0,2021-04-01
1411158,NASDAQ:ANAC,0,2021-04-01
1411207,NYSE:ALSN,41.4,2021-04-01
1411303,NASDAQ:CBNJ,0,2021-04-01
1411342,NYSE:EFC,16.24,2021-04-01
1411419,,0,2021-04-01
1411488,NASDAQ:HAWK,0,2021-04-01
1411494,NYSE:APO,49.42,2021-04-01
1411579,NYSE:AMC,55.1,2021-04-01
1411583,NYSE:WMZ,0,2021-04-01
1411685,Nasdaq:VTGN,71.4,2021-04-01
1411688,NYSE:TCS,16.96,2021-04-01
1411690,Nasdaq:BNGO,90.5,2021-04-01
1411825,,0,2021-04-01
1411906,AMEX:AMPE,0,2021-04-01
1412043,,0,2021-04-01
1412095,Nasdaq:TROO,2.08,2021-04-01
1412100,NYSE:MHLA,23.47,2021-04-01
1412109,NASDAQ:KFFG,0,2021-04-01
1412203,NYSE:HMR,0,2021-04-01
1412270,NYSE:CRCM,0,2021-04-01
1412347,NYSE:WMLP,0,2021-04-01
1412350,NYSE:PKO,0,2021-04-01
1412408,NYSE:PHR,54.95,2021-04-01
1412486,Nasdaq:COCP,18.6,2021-04-01
1412558,Nasdaq:EVO,18.02,2021-04-01
1412665,NASDAQ:MOFG,30.84,2021-04-01
1412707,NASDAQ:LEVLP,0,2021-04-01
1412914,NYSE:BHL,0,2021-04-01
1413159,NYSE:TGH,0,2021-04-01
1413257,,0,2021-04-01
1413329,NYSE:PM,89.98,2021-04-01
1413447,Nasdaq:NXPI,200.4,2021-04-01
1413507,NYSE:SRCI,0,2021-04-01
1413745,Nasdaq:ANTE,14.68,2021-04-01
1413837,NYSE:FFWM,23.46,2021-04-01
1413855,Nasdaq:FANH,13.19,2021-04-01
1413898,Nasdaq:DALN,10.08,2021-04-01
1414767,Nasdaq:NCPL,12.2,2021-04-01
1414847,NASDAQ:CHNGV,0,2021-04-01
1414850,NYSE:NPD,0,2021-04-01
1414932,Nasdaq:OCSL,18.66,2021-04-01
1415016,NYSE:GA,0,2021-04-01
1415020,NASDAQ:TC,62.55,2021-04-01
1415277,,0,2021-04-01
1415301,NASDAQ:DFRG,0,2021-04-01
1415311,NASDAQ:SKYU,39,2021-04-01
1415336,NASDAQ:ZLTQ,0,2021-04-01
1415404,Nasdaq:SATS,25.97,2021-04-01
1415624,NYSE:YUME,0,2021-04-01
1415841,,0,2021-04-01
1415911,NASDAQ:VISN,0,2021-04-01
1415916,NASDAQ:GMLPF,0,2021-04-01
1415921,NYSE:NMM,0,2021-04-01
1415948,NYSE:GSL,17.55,2021-04-01
1416172,NASDAQ:NXMD,0,2021-04-01
1416792,NASDAQ:RLYP,0,2021-04-01
1417185,NASDAQ:PIO,92.88,2021-04-01
1417398,NYSE:HI,49.63,2021-04-01
1417754,NASDAQ:IKGH,0,2021-04-01
1417802,NYSE:IDE,12.06,2021-04-01
1417892,NYSE:SOL,13.02,2021-04-01
1417926,Nasdaq:INVO,90.8,2021-04-01
1417961,,0,2021-04-01
1418076,Nasdaq:SLRC,18.36,2021-04-01
1418091,NYSE:TWTR,65.21,2021-04-01
1418100,NYSE:AVYA,0,2021-04-01
1418121,NYSE:APLE,15.03,2021-04-01
1418133,,0,2021-04-01
1418135,Nasdaq:KDP,34.58,2021-04-01
1418225,,0,2021-04-01
1418819,Nasdaq:IRDM,39.24,2021-04-01
1418862,,0,2021-04-01
1419041,Nasdaq:FBRX,28.46,2021-04-01
1419178,NYSE:ART,0,2021-04-01
1419242,NYSE:AT,0,2021-04-01
1419275,Nasdaq:RVYL,117.3,2021-04-01
1419450,NYSE:GRUB,0,2021-04-01
1419465,NASDAQ:STB,0,2021-04-01
1419521,NYSE:HTS,0,2021-04-01
1419536,Nasdaq:CBNK,19.44,2021-04-01
1419554,Nasdaq:BBLG,0,2021-04-01
1419581,NASDAQ:FDML,0,2021-04-01
1419600,NASDAQ:FLXN,0,2021-04-01
1419612,Nasdaq:SEDG,289.17,2021-04-01
1419625,,0,2021-04-01
1419852,NASDAQ:MFRM,0,2021-04-01
1419945,NYSE:TNK,14.94,2021-04-01
1419951,Nasdaq:DTST,8.98,2021-04-01
1420302,NASDAQ:LOGMV,0,2021-04-01
1420520,Nasdaq:ATOM,25.78,2021-04-01
1420525,NASDAQ:FCTY,0,2021-04-01
1420529,Nasdaq:AACG,5.01,2021-04-01
1420565,Nasdaq:ALRN,35.2,2021-04-01
1420569,,0,2021-04-01
1420720,AMEX:IBIO,0,2021-04-01
1420783,NYSE:CPPL,0,2021-04-01
1420800,NYSE:ENOV,78.63,2021-04-01
1420811,NYSE:ONDK,0,2021-04-01
1421182,NYSE:VRS,0,2021-04-01
1421461,NYSE:IPI,33.82,2021-04-01
1421517,Nasdaq:ERII,18.06,2021-04-01
1421525,,0,2021-04-01
1421526,,0,2021-04-01
1421561,NASDAQ:CPGI,0,2021-04-01
1421876,Nasdaq:GLPG,81.97,2021-04-01
1422105,NASDAQ:NOR,0,2021-04-01
1422109,NASDAQ:BBLUQ,0,2021-04-01
1422142,Nasdaq:AADI,1.65,2021-04-01
1422143,NASDAQ:KURA,27.7,2021-04-01
1422183,NYSE:FSK,19.72,2021-04-01
1422841,NYSE:WAAS,0,2021-04-01
1422862,NASDAQ:PMFG,0,2021-04-01
1422892,Nasdaq:SGLY,84.4,2021-04-01
1422930,Nasdaq:PUBM,50.75,2021-04-01
1423221,NYSE:NX,25.9,2021-04-01
1423242,,0,2021-04-01
1423357,,0,2021-04-01
1423542,NASDAQ:SKUL,0,2021-04-01
1423689,Nasdaq:AGNC,25.84,2021-04-01
1423774,NYSE:ZUO,14.88,2021-04-01
1423824,NASDAQ:ALDR,0,2021-04-01
1423869,NASDAQ:PCB,15.77,2021-04-01
1423902,NYSE:WES,18.25,2021-04-01
1424182,NYSE:BNL,0,2021-04-01
1424657,Nasdaq:CUEN,0,2021-04-01
1424755,NYSE:TVPT,0,2021-04-01
1424847,NYSE:LO,0,2021-04-01
