CIK,"('exchange_and_symbol', 'variation_0')",stock_price_at_prediction_date
18061,NASDAQ:CASC,0
18169,NYSE:DOLE,0
18172,NYSE:CAS,0
18230,NYSE:CAT,213.21
18255,NYSE:CATO,16.81
18349,NYSE:SNV,44.6
18396,NYSE:CDI,0
18498,NYSE:GCO,57.54
18748,AMEX:CET,0
18926,NYSE:LUMN,14.12
19399,NASDAQ:CHFN,0
19411,NASDAQ:MGLN,0
19446,NYSE:CMD,0
19520,NASDAQ:CHTT,0
19584,NYSE:CHE,479.52
19612,NASDAQ:TCFCP,0
19617,NYSE:JPM,150.43
19745,NYSE:CPK,119.62
19871,AMEX:CVR,0
20212,Nasdaq:CHDN,99.2
20232,NASDAQ:CHYR,0
20286,Nasdaq:CINF,116.86
20388,NYSE:CIT,0
20430,,0
20520,Nasdaq:FYBR,24.97
20629,NYSE:CSS,0
20740,NYSE:CLC,0
21076,NYSE:CLX,172.92
21175,NYSE:CNA,45.65
21344,NYSE:KO,54.36
21510,NASDAQ:COHR,0
21535,Nasdaq:COHU,34
21665,NYSE:CL,81.44
22105,,0
22252,NASDAQ:CMRO,0
22301,NYSE:CCZ,0
22356,Nasdaq:CBSH,Loading...
22444,NYSE:CMC,30.39
22551,,0
22701,Nasdaq:PEGY,409.8
22912,,0
23082,NYSE:CSC,0
23111,Nasdaq:CTG,0
23194,NYSE:CRK,6.43
23197,Nasdaq:CMTL,25.55
23217,NYSE:CAG,35.84
23666,NYSE:HSH,0
23675,NYSE:CNW,0
23795,NYSE:CTO,17.73
24090,NYSE:CIA,5.36
24104,NYSE:CUO,0
24545,NYSE:TAP,55.71
24741,NYSE:GLW,39.39
25212,NASDAQ:CRRC,0
25232,NYSE:CUZ,38.06
25445,NYSE:CR,31.36
25475,,0
25743,Nasdaq:TXMD,59.5
25793,NASDAQ:ATX,0
25895,Nasdaq:CRWS,7.72
26058,NYSE:CTS,35.88
26076,NYSE:CUB,0
26172,NYSE:CMI,235.89
26324,NYSE:CW,123.37
26537,NYSE:STST,0
26780,NYSE:DAN,23.41
27048,NYSE:DST,0
27093,Nasdaq:USAU,10.9
27367,Nasdaq:DXR,10.63
27419,NYSE:TGT,233.77
27904,NYSE:DAL,45.77
27960,,0
27996,NYSE:DLX,44.19
28412,NYSE:CMA,70.69
28630,NYSE:DRS,0
28917,NYSE:DDS,161.69
29002,Nasdaq:DIOD,75.89
29332,Nasdaq:DXYN,2.53
29534,NYSE:DG,213.97
29644,NYSE:DCI,62.13
29669,NASDAQ:RRD,0
29806,,0
29834,NASDAQ:ESCRP,0
29905,NYSE:DOV,146.3
29989,NYSE:OMC,Loading...
30125,NYSE:INSI,20.8
30305,NYSE:DCO,54.39
30371,NYSE:DUKH,0
30554,,0
30625,NYSE:FLS,41.32
30697,Nasdaq:WEN,23.56
30828,NASDAQ:COBR,0
30831,,0
31107,Nasdaq:EML,31.81
31235,NYSE:KODK,8.56
31347,NASDAQ:ELON,0
31462,NYSE:ECL,209.79
31667,Nasdaq:EDUC,13.22
31791,NYSE:PKI,Loading...
31978,NYSE:EE,0
32020,,0
32166,NASDAQ:ELRC,0
32604,NYSE:EMR,Loading...
32621,AMEX:MSN,0
32689,NYSE:EDE,0
32878,NASDAQ:ENERQ,0
33002,NYSE:EBF,21.27
33185,NYSE:EFX,238.72
33213,NYSE:EQT,20.41
33488,Nasdaq:ESCA,23.13
33523,,0
33533,AMEX:ESP,0
33619,NYSE:ESL,0
33769,NASDAQ:BOBE,0
33934,AMEX:CRF,0
33992,Nasdaq:KINS,8.29
34067,Nasdaq:BOOM,57.09
34088,NYSE:XOM,62.59
34151,NYSE:JAS,0
34349,,0
34408,NYSE:FDO,0
34489,,0
34563,Nasdaq:FARM,11.04
34782,Nasdaq:SRCE,47.22
34903,NYSE:FRT,119.73
34956,Nasdaq:TENX,3040
35214,NYSE:FOE,0
35527,Nasdaq:FITB,37.79
36029,Nasdaq:FFIN,48.44
36032,NYSE:RF,19.86
36047,NYSE:CLGX,Loading...
36104,Nasdaq:FRBA,Loading...
36146,Nasdaq:TRMK,31.46
36270,NYSE:MTB,147.65
36377,NASDAQ:FHB,28.18
36966,NYSE:FHN,17.18
37008,NYSE:FUR,0
37039,,0
37049,NYSE:FWV,0
37472,Nasdaq:FLXS,43.75
37643,NASDAQ:FPU,0
37748,NYSE:FLR,17.34
37785,NYSE:FMC,114.14
37808,NYSE:FNB,12.33
37996,NYSE:F,14.78
38067,,0
38074,NYSE:FRX,0
38079,NYSE:SOGCQ,0
38188,NYSE:FDI,0
38264,Nasdaq:FORD,2.87
38725,Nasdaq:FELE,78.87
38777,NYSE:BEN,32.42
38984,NASDAQ:RELY,0
39020,Nasdaq:FEIM,9.1
39092,AMEX:FRD,0
39263,NYSE:CFR,112.1
39273,NASDAQ:FFEX,0
39311,Nasdaq:IBCP,21.76
39368,NYSE:FUL,66.99
39648,NASDAQ:GK,Loading...
39677,NASDAQ:AVHI,0
39899,NYSE:GCI,Loading...
39911,NYSE:GPS,31.61
40211,NYSE:GATX,90.75
40417,NYSE:GAM,42.96
40533,NYSE:GD,190.78
40545,NYSE:GE,65.8
40554,NYSE:GEK,0
40570,AMEX:JOB,0
40704,NYSE:GIS,60.14
40729,NYSE:ALLY,Loading...
40888,NYSE:AJRD,Loading...
40987,NYSE:GPC,124.42
41091,NYSE:GPJA,0
41133,NYSE:GRB,0
41719,NYSE:GLT,14
42582,Nasdaq:GT,Loading...
42682,NYSE:GRC,34.44
42872,,0
42888,NYSE:GGG,72.66
43196,NYSE:GTN,22.67
43350,NYSE:EGAS,0
43410,NYSE:GNI,0
43920,NYSE:GEF,61.72
44545,,0
45012,NYSE:HAL,23.35
45876,NYSE:NVRI,21.19
45919,Nasdaq:HHS,6.06
46012,,0
46043,,0
46080,Nasdaq:HAS,92.16
46129,Nasdaq:ALNT,34.03
46195,NYSE:BOH,84.86
46250,Nasdaq:HWKN,31.75
46619,NYSE:HEI,141.14
46738,,0
46765,NYSE:HP,33.18
46989,NYSE:HPC,0
47111,NYSE:HSY,172.24
47217,NYSE:HPQ,29.21
47518,NYSE:HRC,0
48287,NYSE:HNI,44.68
48465,NYSE:HRL,47.82
48898,NYSE:HUBB,180.07
49071,NYSE:HUM,435.55
49196,Nasdaq:HBAN,26.7
49534,NASDAQ:LPHIQ,0
49600,NYSE:EGP,169.64
49728,NYSE MKT:IEC,0
49754,NYSE:DIN,87.83
49826,NYSE:ITW,223.11
49930,NASDAQ:IPII,0
49938,AMEX:IMO,0
50104,NYSE:ANDV,0
50493,Nasdaq:IMKTA,60.76
50710,,0
50725,NYSE:GFF,25.88
50863,Nasdaq:INTC,55.87
50934,NYSE:IDC,0
50957,NASDAQ:FBN,0
51143,NYSE:IBM,140.07
51253,NYSE:IFF,148.41
51434,NYSE:IP,57.79
51548,NASDAQ:ISCA,0
51644,NYSE:IPG,32.39
51939,NASDAQ:CORSQ,0
52485,NASDAQ:IPLDP,0
52708,NASDAQ:IOMT,0
52795,NYSE:AXE,0
52827,NYSE:RYN,34.4
52969,NYSE:JCLY,Loading...
52988,NYSE:J,132.82
54003,NYSE:JOR,0
54056,NYSE:JRN,0
54187,Nasdaq:MAYS,28
54381,NYSE:KAMN,Loading...
54441,NYSE:FRM,0
54480,NYSE:KSU,283.63
54502,,0
54507,NYSE:WR,0
54991,NYSE:KEI,0
55067,NYSE:K,60.21
55135,Nasdaq:KELYA,24.69
55195,,0
55242,NYSE:KMT,34.57
55362,,0
55529,Nasdaq:KEQU,12.83
55772,Nasdaq:KBAL,0
55785,NYSE:KMB,129.46
56047,NYSE:KEX,63.58
56679,NYSE:KFY,65.12
56701,Nasdaq:KOSS,22.75
56806,NASDAQ:KRSL,0
56868,Nasdaq:PNRG,47.84
56873,NYSE:KR,39.58
56978,Nasdaq:KLIC,56.06
57083,NYSE:KYO,0
57131,NYSE:LZB,37.93
57201,,0
57515,Nasdaq:LANC,193
57528,NASDAQ:LNCE,0
57725,NYSE:LCI,0
58361,Nasdaq:LEE,29.2
58492,NYSE:LEG,50.46
59255,NYSE:VHI,Loading...
59440,NYSE:VGR,Loading...
59478,NYSE:LLY,Loading...
59527,Nasdaq:LECO,127.69
59558,NYSE:LNC,Loading...
60086,NYSE:L,54.56
60519,NYSE:LPX,Loading...
60527,NYSE:ELC,0
60667,NYSE:LOW,Loading...
60714,NYSE:LXU,4.97
60751,NYSE:LZ,0
60977,NYSE:LDL,0
61004,AMEX:LGL,0
61397,BATS:FMAG,21.73
61398,AMEX:TELL,Loading...
61442,,0
61478,NYSE:ADCT,25.34
61986,NYSE:MTW,23.1
62234,NYSE:MCS,Loading...
62362,Nasdaq:MARPS,0
62709,NYSE:MMC,136.34
62996,NYSE:MAS,58.58
63276,Nasdaq:MAT,19.39
63296,Nasdaq:MATW,36.83
63330,NYSE:MLP,10.66
63754,NYSE:MKC,87.17
63908,NYSE:MCD,232.9
64040,NYSE:SPGI,Loading...
64463,Nasdaq:SLNH,191.25
64472,AMEX:GENC,0
64803,NYSE:CVS,84.02
64996,NYSE:MCY,Loading...
65100,NYSE:MER,Loading...
65172,NYSE:MSB,35.79
65201,NYSE:MPR,0
65270,NYSE:MEI,47.43
65312,AMEX:EVI,0
65358,NASDAQ:UCAP,0
65433,NYSE:MXF,14.8
65596,Nasdaq:SIEB,4.46
65770,Nasdaq:MVIS,19.56
65984,NYSE:ETR,104.49
66004,Nasdaq:MSEX,85.75
66032,,0
66382,Nasdaq:MLKN,46.82
66418,AMEX:MXC,0
66570,NYSE:MSA,161.74
66649,NYSE:MGN,0
66740,NYSE:MMM,163.21
66756,NYSE:ALE,68.41
66901,NYSE:EMP,Loading...
66904,,0
67088,NYSE:MUFG,5.47
67215,NYSE:DY,72.28
67279,NASDAQ:MOCO,0
67347,NYSE:MOD,16.18
67625,NYSE:MNR,0
67686,NYSE:MON,0
67716,NYSE:MDU,Loading...
67813,NYSE:MTS,0
67887,NYSE:MOGA,0
68270,NYSE:RT,0
68505,NYSE:MSI,211.31
68622,NYSE:CTBB,Loading...
68709,NASDAQ:MTSC,0
69422,Nasdaq:INTG,0
69488,NYSE:MYE,21.11
69633,Nasdaq:NSSC,18.22
69733,Nasdaq:NATH,68.64
69891,Nasdaq:FIZZ,46.49
70145,NYSE:NFG,52.48
70318,NYSE:THC,68.58
70415,NYSE:GPX,0
70487,Nasdaq:NRC,44.41
70502,NYSE:NRUC,27.26
70793,NYSE:NTY,0
70858,NYSE:BAC,39.75
70866,NYSE:VYX,Loading...
71508,NYSE:ENJ,Loading...
71691,NYSE:NYT,42.14
71829,NYSE:NR,3.71
71932,NYSE:NMKBP,0
72162,NYSE:NL,7.46
72207,NYSE:NBL,0
72331,Nasdaq:NDSN,219.56
72333,NYSE:JWN,32.91
72423,NASDAQ:NTK,0
72444,Nasdaq:VXRT,7.9
72573,NYSE:MOV,30.36
72633,NYSE:NRT,6.25
72741,NYSE:ES,80.69
72903,Nasdaq:XEL,67.14
72911,NYSE:NRTLQ,0
72971,NYSE:WFC,43.28
73124,Nasdaq:NTRS,113.16
73290,Nasdaq:BMRA,3.89
73309,NYSE:NUE,95.86
73756,NYSE:OII,Loading...
73887,NYSE:VTOL,28.12
74046,NYSE:ODC,34.86
74208,NYSE:UDR,49.55
74260,NYSE:ORI,25.14
74303,NYSE:OLN,Loading...
75208,NYSE:OSG,2.12
75252,NYSE:OMI,Loading...
75288,NYSE:OXM,100
75340,Nasdaq:PFIN,0
75362,Nasdaq:PCAR,58.27
75398,NYSE:PAI,15.27
75488,NYSE:PCG,10.26
75677,NYSE:PKG,135.33
76174,,0
76267,NYSE:PKE,14.73
76282,Nasdaq:PKOH,33.09
76334,NYSE:PH,288.05
76605,Nasdaq:PATK,72.74
77159,Nasdaq:ROCC,0
77281,OTC:PRET,0
77360,NYSE:PNR,Loading...
77449,NYSE:PBY,0
77476,Nasdaq:PEP,146.56
77543,NYSE:TPC,13.97
77597,NYSE:SEH,0
77776,NYSE:PHH,0
77877,Nasdaq:PDCE,0
78003,NYSE:PFE,39.42
78066,NYSE:PD,43.71
78128,NYSE:WTRG,47.5
78150,NYSE:PHI,26.01
78239,NYSE:PVH,103.88
78460,NYSE:PNY,Loading...
78536,NASDAQ:DINE,0
78749,Nasdaq:AGYS,54.34
78778,NYSE:PJC,0
78814,NYSE:PBI,8.7
78890,NYSE:BCO,77.06
79035,NYSE:POLY,Loading...
79282,NYSE:BRO,52.46
79879,NYSE:PPG,Loading...
79958,NYSE:PCP,0
80035,Nasdaq:PLPC,73.47
80124,NASDAQ:PLFE,0
80172,NYSE:NPK,100.23
80257,,0
80420,Nasdaq:POWL,32.36
80424,NYSE:PG,133.07
80661,NYSE:PGR,94.6
81318,NYSE:YUMA,0
81362,NYSE:KWR,236.32
81955,Nasdaq:RAND,17.14
82020,Nasdaq:USLM,137.92
82166,NASDAQ:RAVN,0
82267,NYSE:RTN,0
82473,AMEX:IHT,0
82811,NYSE:RRX,129.84
83402,NASDAQ:REXI,0
84246,NYSE:RLI,103.78
84748,NYSE:ROG,190.93
84792,NYSE:ROH,0
84839,NYSE:ROL,33.73
85408,NYSE:RDC,0
85535,Nasdaq:RGLD,110.23
85961,NYSE:R,73.91
85974,NYSE:RYL,0
86144,NYSE:SWY,0
86312,NYSE:TRV,148.65
87050,Nasdaq:NEON,6.01
87347,NYSE:SLB,33.12
87565,NASDAQ:SHLM,0
88132,NYSE MKT:SEB,0
88205,NYSE:SPXC,58.36
88941,Nasdaq:SMTC,64.18
88948,Nasdaq:SENEA,47.98
89089,NYSE:SCI,52.61
89140,AMEX:SVT,0
89270,NYSE:SLI,0
89439,NYSE:MLI,21.71
89800,NYSE:SHW,273.1
90168,AMEX:SIF,0
90185,NASDAQ:SIAL,0
90498,Nasdaq:SFNC,29.73
90896,NYSE:SKY,51.53
91142,NYSE:AOS,67.64
91419,NYSE:SJM,131.12
91440,NYSE:SNA,220.53
91576,NYSE:KEY,20.59
91767,NYSE:SON,65.81
91847,NYSE:SOR,44.77
91928,NYSE:SJIJ,0
92103,,0
92122,NYSE:SO,Loading...
92230,NYSE:TFC,54.5
92380,NYSE:LUV,56.3
92472,NASDAQ:SWWC,0
92679,NYSE:SPA,0
93284,NYSE:ICB,0
93314,AMEX:VNRX,0
93389,NYSE:SMP,45.11
93410,NYSE:CVX,106.05
93451,NYSE:STL,Loading...
93556,NYSE:SWK,198.79
93676,NYSE:SCX,0
93751,NYSE:STT,81.61
93859,NYSE:BH,160.57
94049,NYSE:SCL,125.09
94344,NYSE:STC,Loading...
94845,NYSE:LEVI,24.96
95029,NYSE:RGR,84.23
95047,,0
95052,NASDAQ:RDEN,0
95521,NYSE:SVU,0
95552,NYSE:SUP,8.88
95574,Nasdaq:SGC,24.26
95585,,0
95953,Nasdaq:ACNT,10.23
96021,NYSE:SYY,77.36
96223,NYSE:JEF,Loading...
96289,NYSE:RSH,0
96536,Nasdaq:TAYD,11.93
96638,NASDAQ:ADVNQ,0
96763,NYSE:PULS,Loading...
96793,AMEX:SSY,Loading...
96831,NASDAQ:TECUA,0
96869,NYSE:TRC,15.51
96885,OTC:TIKK,0
96943,NYSE:TFX,400.29
96966,NYSE:TDJ,0
97134,NYSE:TNC,80.38
97196,NASDAQ:AMIC,0
97210,Nasdaq:TER,126.22
97216,NYSE:TEX,42.87
97472,NYSE:TXI,0
97476,Nasdaq:TXN,186.11
97745,NYSE:TMO,483.56
98222,NYSE:TDW,13.43
98246,NYSE:TIF,0
98338,Nasdaq:TSRI,8.97
98362,NYSE:TKR,81.09
98677,NYSE:TR,30.14
99197,NYSE:TAI,0
99302,Nasdaq:TRNS,55.6
99359,NYSE:BZC,0
99614,NYSE:TY,33.53
99780,NYSE:TRN,27.05
100378,Nasdaq:TWIN,13.51
100493,NYSE:TSN,73.57
100517,Nasdaq:UAL,55.69
100591,NYSE:AGX,46.16
100726,NYSE:UFI,24.42
100885,NYSE:UNP,Loading...
100979,,0
101063,NYSE:CQB,0
101199,Nasdaq:UFCS,27.7
101295,Nasdaq:UG,15.17
101382,Nasdaq:UMBF,92.97
101538,AMEX:UAMY,0
101542,,0
101594,Nasdaq:USEG,5.06
101778,NYSE:MRO,13.44
101829,NYSE:RTX,88
101830,NYSE:S,0
101984,Nasdaq:UEIC,49.53
102037,NYSE:UVV,Loading...
102109,AMEX:UUU,Loading...
102212,Nasdaq:UVSP,27.2
102426,NYSE:STEW,13.3
102499,NASDAQ:GEOW,0
102729,NYSE:VMI,228.95
102752,Nasdaq:VSEC,51.35
103145,Nasdaq:VECO,23.08
103379,NYSE:VFC,Loading...
103595,Nasdaq:VLGEA,23.32
103730,NYSE:VSH,21.45
103872,NYSE MKT:VOLT,0
104169,NYSE:WMT,Loading...
104207,NYSE:WAG,Loading...
104375,,0
104777,NYSE:ALTV,Loading...
104889,NYSE:GHC,642.45
104894,NYSE:ELME,23.05
104897,NASDAQ:WSCI,0
104918,NYSE:AVA,44.4
105016,NYSE:WSO,281.78
105132,Nasdaq:WDFC,251.6
105319,Nasdaq:WW,35.78
105418,NYSE:WMK,Loading...
105634,NYSE:EME,Loading...
105744,AMEX:GBR,0
105770,NYSE:WST,357.59
106040,Nasdaq:WDC,69.2
106374,,0
106455,NASDAQ:WLBA,0
106532,Nasdaq:WEYS,21.73
106535,NYSE:WY,34.26
106640,NYSE:WHR,214.52
107140,NYSE:WLY,Loading...
107263,NYSE:WMB,Loading...
107559,,0
107687,NYSE:WGO,65.01
108312,Nasdaq:WWD,121.52
108385,Nasdaq:WRLD,167.89
108516,NYSE:WOR,Loading...
108985,Nasdaq:YORW,48.21
109156,NYSE:ZLC,0
109177,NYSE:SPB,82.66
109198,NYSE:TJX,64.91
109380,Nasdaq:ZION,52.68
109563,NYSE:AIT,87.56
109657,Nasdaq:GTBP,497.7
109747,,0
110390,NYSE:UN,0
110430,NYSE:FTO,0
110471,NYSE:WWW,33.74
110621,NYSE:RPM,89.1
200245,,0
200406,NYSE:JNJ,163.84
201283,NYSE:TLM,0
201461,NYSE:CYN,0
201533,,0
202058,NYSE:LHX,222.68
202467,,0
202890,NASDAQ:ARS,0
203077,NYSE:STJ,Loading...
203248,NYSE:SUG,0
203527,NYSE:VAR,Loading...
203596,Nasdaq:WSBC,36.5
215419,NYSE:CKP,0
215466,NYSE:CDE,9.25
215829,,0
215994,,0
216039,NYSE:GRBEQ,0
216085,NYSE:HVT,41.28
216108,NYSE:NFS,0
216228,NYSE:ITT,89.55
216539,NYSE:MEG,Loading...
216851,NYSE:PEO,16.27
216934,,0
217346,NYSE:TXT,66.09
217410,NYSE:UL,59.98
225208,,0
225263,NYSE MKT:NEWP,0
225635,NYSE:BIE,0
225648,NYSE:CVA,0
230119,NASDAQ:CRBC,0
230498,NYSE:RKT,19.22
230557,Nasdaq:SIGI,77.01
275053,Nasdaq:NATR,19.39
275119,NASDAQ:BYLK,0
275694,NYSE:MCI,15.23
275880,NYSE:PSN,Loading...
276209,NASDAQ:CTWS,0
276463,NYSE:XOVR,0
276720,Nasdaq:PCYO,13.52
277058,NYSE:UWN,Loading...
277135,NYSE:GWW,445.09
277375,NASDAQ:DGAS,0
277509,NYSE:FSS,39.8
277595,NYSE:EGN,0
277948,Nasdaq:CSX,31.94
278041,NYSE:ISH,0
278130,NYSE:PIR,0
278165,Nasdaq:OMQS,0
278166,Nasdaq:CVCO,218.67
310056,NYSE:VII,0
310142,NYSE:SXT,88.3
310158,NYSE:MRK,76.75
310354,NYSE:SXI,92
310568,NASDAQ:MSCC,0
310764,NYSE:SYK,259.73
311046,,0
311094,Nasdaq:WABC,59.07
311337,NYSE:SU,24.51
311471,NASDAQ:APAGF,0
311817,NYSE MKT:HMG,0
312069,NYSE:BCS,9.75
312070,CBOE:ATMP,0
313041,,0
313143,NYSE:HAE,63.38
313216,NYSE:PHG,47.25
313364,NYSE:MTR,6.01
313395,NASDAQ:TXCOQ,0
313616,NYSE:DHR,232.79
313716,NASDAQ:HDNG,0
313807,NYSE:BP,26.94
313838,NYSE:SONY,96.91
313927,NYSE:CHD,83.95
314203,NYSE:MUX,14.6
314227,Nasdaq:TOMZ,2.86
314423,NYSE:RNDY,0
314489,Nasdaq:BUSE,25.61
314590,NYSE:SSL,Loading...
314606,NYSE:GEOKQ,0
314712,,0
314808,NYSE:VAL,Loading...
315131,NYSE:PHX,3.72
315189,NYSE:DE,337.88
315213,NYSE:RHI,87.94
315293,NYSE:AON,234
315374,Nasdaq:HURC,34.5
315449,NYSE:UQM,Loading...
315545,OTC:PVCT,0
315709,Nasdaq:IBOC,45.14
315849,NYSE:SGB,0
315852,NYSE:RRC,14.66
315858,NYSE:BVH,0
316206,NYSE:HOT,0
316253,NYSE:ENZ,Loading...
316300,NYSE:XCO,0
316709,NYSE:SCHW,Loading...
316736,NYSE:FPP,0
316793,NYSE:IRF,0
316888,AMEX:ASM,0
317540,Nasdaq:COKE,406.75
317788,Nasdaq:APPS,67.72
317891,,0
318154,Nasdaq:AMGN,240.24
318306,Nasdaq:ABEO,42
318673,Nasdaq:SNFCA,6.89
318771,NYSE:DNA,9.91
318833,NYSE:TISI,Loading...
318996,NYSE:KEGX,0
319156,NYSE:CBNR,0
319201,Nasdaq:KLAC,308.81
319240,NASDAQ:IRIS,0
319458,AMEX:ENSV,0
319654,NYSE:PBT,5.28
319655,NYSE:SJT,4.94
319815,NASDAQ:MXWL,0
320017,Nasdaq:LSTA,23.4
320121,Nasdaq:TLS,35.5
320187,NYSE:NKE,130.08
320193,Nasdaq:AAPL,132.3
320335,NYSE:GL,95.7
320340,NYSE:CCRD,30.8
320345,NASDAQ:MCRS,0
320387,NASDAQ:FMFC,0
350698,NYSE:AN,91.24
350737,NASDAQ:OBCI,0
350797,NYSE:EV,0
350846,NYSE:STS,0
350852,Nasdaq:CTBI,41.16
350868,Nasdaq:ITI,7.03
350894,Nasdaq:SEIC,61.68
350907,NASDAQ:THOR,0
351483,NASDAQ:ASMI,0
351569,Nasdaq:ABCB,52.19
351789,Nasdaq:ELSE,4.65
351817,NYSE:SBOW,Loading...
351834,Nasdaq:STKL,12.47
351903,NASDAQ:EPHC,0
351998,Nasdaq:DAIO,6.67
352363,NYSE:KATE,Loading...
352541,NASDAQ:LNT,57.33
352613,NASDAQ:TALL,0
352747,NASDAQ:UGNEQ,0
352825,Nasdaq:FSTR,17.34
352915,NYSE:UHS,151.85
352955,AMEX:CKX,0
352988,,0
353020,NASDAQ:AEGN,0
353024,BATS:PXUS,0
353184,Nasdaq:AIRT,25.1
353230,NYSE:OCR,0
353278,NYSE:NVO,41.33
353646,,0
354190,NYSE:AJG,139.66
354647,Nasdaq:CVBF,21.36
354655,NASDAQ:BOLT,16
354707,NYSE:HE,42.96
354869,NASDAQ:FMER,0
354908,NASDAQ:FLIR,0
354950,NYSE:HD,307.6
354963,Nasdaq:SHEN,48.89
355019,Nasdaq:FONR,17.24
355379,Nasdaq:MDWT,0
355429,NYSE:PL,9.86
355766,NYSE:HWG,0
355777,NASDAQ:LOJN,0
355811,Nasdaq:GNTX,32.46
355948,Nasdaq:RELL,8
355999,NASDAQ:USTR,0
356028,NASDAQ:CA,Loading...
356037,Nasdaq:CSPI,5.47
356080,NYSE:BLC,0
356130,NASDAQ:EMCI,0
356171,Nasdaq:TCBK,44.93
356213,NASDAQ:PNK,0
356309,NYSE:NJR,42.19
356708,NASDAQ:FRGBQ,0
356858,NASDAQ:FBCI,0
357020,NASDAQ:XCRA,0
357097,NASDAQ:FCSC,0
357173,Nasdaq:OSBC,12.91
357294,NYSE:HOV,106.66
357301,Nasdaq:TRST,34.94
700564,Nasdaq:FULT,27.03
700565,Nasdaq:FMBH,42.49
700733,NASDAQ:NPBC,0
700841,Nasdaq:RCMT,3.9
700863,NASDAQ:SUSQ,0
700923,Nasdaq:MYRG,86.72
701288,Nasdaq:ATRI,599.21
701345,NYSE:LCC,0
701347,NYSE:CPF,27.06
701374,NYSE:SIX,44.27
701719,AMEX:ELA,0
701811,NASDAQ:MENT,0
701818,NYSE:KGC,6.5
701869,NYSE:IHC,0
701985,NYSE:BBWI,53.17
702325,NASDAQ:FMBI,0
702513,NASDAQ:BOCH,0
702902,NASDAQ:HNBC,0
703109,,0
