CIK,"('exchange_and_symbol', 'variation_0')",stock_price_at_prediction_date
12208,NYSE:BIO,579.98
12239,Nasdaq:DOMH,7.38
12400,NYSE:BKH,72.39
12603,NASDAQ:PY,43.87
12659,NYSE:HRB,25.99
12927,NYSE:BA,185.9
12978,NYSE:OMX,0
13573,,0
14177,Nasdaq:BRID,11.02
14195,NYSE:BGG,0
14272,NYSE:BMY,71.05
14280,NASDAQ:MSGI,0
14693,NYSE:BFA,0
14707,NYSE:CAL,19.67
14846,NYSE:BRT,24.24
15615,NYSE:MTZ,88.01
16040,NYSE:CBT,70.85
16058,NYSE:CACI,297.84
16099,NYSE:LUB,0
16160,Nasdaq:CALM,49.96
16732,NYSE:CPB,42.47
16859,NYSE:SRL,Loading...
16868,NYSE:CNI,132.02
16875,NYSE:CP,80.42
16918,NYSE:STZ,225.85
17313,Nasdaq:CSWC,23.7
17485,NYSE:LBMH,0
17843,NYSE:CRS,Loading...
18061,NASDAQ:CASC,0
18169,NYSE:DOLE,13.46
18172,NYSE:CAS,0
18230,NYSE:CAT,223.71
18255,NYSE:CATO,15.34
18349,NYSE:SNV,49.76
18396,NYSE:CDI,0
18498,NYSE:GCO,68.47
18748,AMEX:CET,0
18926,NYSE:LUMN,10.96
19399,NASDAQ:CHFN,0
19411,NASDAQ:MGLN,0
19446,NYSE:CMD,0
19520,NASDAQ:CHTT,0
19584,NYSE:CHE,487.2
19612,NASDAQ:TCFCP,0
19617,NYSE:JPM,139.65
19745,NYSE:CPK,Loading...
19871,AMEX:CVR,0
20212,Nasdaq:CHDN,114.09
20232,NASDAQ:CHYR,0
20286,Nasdaq:CINF,131.11
20388,NYSE:CIT,0
20430,,0
20520,Nasdaq:FYBR,27.1
20629,NYSE:CSS,0
20740,NYSE:CLC,0
21076,NYSE:CLX,133.88
21175,NYSE:CNA,48.5
21344,NYSE:KO,60.58
21510,NASDAQ:COHR,0
21535,Nasdaq:COHU,31.22
21665,NYSE:CL,74.15
22105,,0
22252,NASDAQ:CMRO,0
22301,NYSE:CCZ,62.02
22356,Nasdaq:CBSH,65.43
22444,NYSE:CMC,41.07
22551,,0
22701,Nasdaq:PEGY,122.1
22912,,0
23082,NYSE:CSC,0
23111,Nasdaq:CTG,0
23194,NYSE:CRK,Loading...
23197,Nasdaq:CMTL,15.74
23217,NYSE:CAG,31.96
23666,NYSE:HSH,0
23675,NYSE:CNW,0
23795,NYSE:CTO,21.61
24090,NYSE:CIA,4.27
24104,NYSE:CUO,0
24545,NYSE:TAP,52.65
24741,NYSE:GLW,37.8
25212,NASDAQ:CRRC,0
25232,NYSE:CUZ,39.64
25445,NYSE:CR,109.32
25475,,0
25743,Nasdaq:TXMD,19.77
25793,NASDAQ:ATX,0
25895,Nasdaq:CRWS,6.54
26058,NYSE:CTS,35.64
26076,NYSE:CUB,0
26172,NYSE:CMI,206.15
26324,NYSE:CW,155.24
26537,NYSE:STST,0
26780,NYSE:DAN,17.86
27048,NYSE:DST,0
27093,Nasdaq:USAU,8.17
27367,Nasdaq:DXR,0
27419,NYSE:TGT,223
27904,NYSE:DAL,36.09
27960,,0
27996,NYSE:DLX,32.57
28412,NYSE:CMA,94.36
28630,NYSE:DRS,0
28917,NYSE:DDS,285.41
29002,Nasdaq:DIOD,90.59
29332,Nasdaq:DXYN,3.23
29534,NYSE:DG,228.4
29644,NYSE:DCI,52.91
29669,NASDAQ:RRD,0
29806,,0
29834,NASDAQ:ESCRP,0
29905,NYSE:DOV,158.16
29989,NYSE:OMC,83.79
30125,NYSE:INSI,17.68
30167,,0
30305,NYSE:DCO,52.01
30371,NYSE:DUKH,0
30554,,0
30625,NYSE:FLS,Loading...
30697,Nasdaq:WEN,21.9
30828,NASDAQ:COBR,0
30831,,0
31107,Nasdaq:EML,23.89
31235,NYSE:KODK,6.18
31347,NASDAQ:ELON,0
31462,NYSE:ECL,170.72
31667,Nasdaq:EDUC,7.88
31791,NYSE:PKI,180.64
31978,NYSE:EE,0
32020,,0
32166,NASDAQ:ELRC,0
32604,NYSE:EMR,Loading...
32621,AMEX:MSN,0
32689,NYSE:EDE,0
32878,NASDAQ:ENERQ,0
33002,NYSE:EBF,18.41
33185,NYSE:EFX,237.84
33213,NYSE:EQT,28.42
33488,Nasdaq:ESCA,14.05
33523,,0
33533,AMEX:ESP,Loading...
33619,NYSE:ESL,Loading...
33769,NASDAQ:BOBE,0
33934,AMEX:CRF,Loading...
33992,Nasdaq:KINS,5.2
34067,Nasdaq:BOOM,33.6
34088,NYSE:XOM,82.2
34151,NYSE:JAS,Loading...
34349,,0
34408,NYSE:FDO,0
34489,,0
34563,Nasdaq:FARM,7.21
34782,Nasdaq:SRCE,48.36
34903,NYSE:FRT,117.38
34956,Nasdaq:TENX,1012.8
35214,NYSE:FOE,0
35527,Nasdaq:FITB,46.47
36029,Nasdaq:FFIN,45.4
36032,NYSE:RF,22.78
36047,NYSE:CLGX,0
36104,Nasdaq:FRBA,56.16
36146,Nasdaq:TRMK,31.12
36270,NYSE:MTB,180.58
36377,NASDAQ:FHB,28.8
36966,NYSE:FHN,Loading...
37008,NYSE:FUR,0
37039,,0
37049,NYSE:FWV,0
37472,Nasdaq:FLXS,21.05
37643,NASDAQ:FPU,0
37748,NYSE:FLR,29.18
37785,NYSE:FMC,Loading...
37808,NYSE:FNB,12.84
37996,NYSE:F,16.48
38067,,0
38074,NYSE:FRX,0
38079,NYSE:SOGCQ,0
38188,NYSE:FDI,0
38264,Nasdaq:FORD,1.53
38725,Nasdaq:FELE,85.43
38777,NYSE:BEN,27.65
38984,NASDAQ:RELY,9.6
39020,Nasdaq:FEIM,8.7
39092,AMEX:FRD,0
39263,NYSE:CFR,140.89
39273,NASDAQ:FFEX,0
39311,Nasdaq:IBCP,23.1
39368,NYSE:FUL,67.5
39648,NASDAQ:GK,0
39677,NASDAQ:AVHI,0
39899,NYSE:GCI,22.35
39911,NYSE:GPS,14.7
40211,NYSE:GATX,124.09
40417,NYSE:GAM,41.83
40533,NYSE:GD,236.07
40545,NYSE:GE,59.13
40554,NYSE:GEK,0
40570,AMEX:JOB,0
40704,NYSE:GIS,62.82
40729,NYSE:ALLY,43.8
40888,NYSE:AJRD,0
40987,NYSE:GPC,128.28
41091,NYSE:GPJA,0
41133,NYSE:GRB,0
41719,NYSE:GLT,12.94
42582,Nasdaq:GT,13.98
42682,NYSE:GRC,36.9
42872,,0
42888,NYSE:GGG,71.36
43196,NYSE:GTN,23.24
43350,NYSE:EGAS,0
43410,NYSE:GNI,0
43920,NYSE:GEF,62.27
44545,,0
45012,NYSE:HAL,37.58
45876,NYSE:NVRI,13
45919,Nasdaq:HHS,7.39
46012,,0
46043,,0
46080,Nasdaq:HAS,89.4
46129,Nasdaq:ALNT,30.66
46195,NYSE:BOH,85.49
46250,Nasdaq:HWKN,47.12
46619,NYSE:HEI,151.51
46738,,0
46765,NYSE:HP,41.58
46989,NYSE:HPC,0
47111,NYSE:HSY,208.36
47217,NYSE:HPQ,37.54
47518,NYSE:HRC,0
48287,NYSE:HNI,38.98
48465,NYSE:HRL,49.75
48898,NYSE:HUBB,189.94
49071,NYSE:HUM,436.87
49196,Nasdaq:HBAN,Loading...
49534,NASDAQ:LPHIQ,0
49600,NYSE:EGP,195.68
49728,NYSE MKT:IEC,0
49754,NYSE:DIN,76.5
49826,NYSE:ITW,Loading...
49930,NASDAQ:IPII,0
49938,AMEX:IMO,0
50104,NYSE:ANDV,0
50493,Nasdaq:IMKTA,92.29
50710,,0
50725,NYSE:GFF,21.85
50863,Nasdaq:INTC,47.39
50934,NYSE:IDC,0
50957,NASDAQ:FBN,0
51143,NYSE:IBM,128.1
51253,NYSE:IFF,126.57
51434,NYSE:IP,44.76
51548,NASDAQ:ISCA,0
51644,NYSE:IPG,35.87
51939,NASDAQ:CORSQ,0
52485,NASDAQ:IPLDP,0
52708,NASDAQ:IOMT,0
52795,NYSE:AXE,0
52827,NYSE:RYN,41.4
52969,NYSE:JCLY,0
52988,NYSE:J,139.89
54003,NYSE:JOR,0
54056,NYSE:JRN,0
54187,Nasdaq:MAYS,41
54381,NYSE:KAMN,0
54441,NYSE:FRM,0
54480,NYSE:KSU,0
54502,,0
54507,NYSE:WR,0
54991,NYSE:KEI,0
55067,NYSE:K,57.19
55135,Nasdaq:KELYA,22.03
55195,,0
55242,NYSE:KMT,30.65
55362,,0
55529,Nasdaq:KEQU,14.48
55772,Nasdaq:KBAL,0
55785,NYSE:KMB,120.73
56047,NYSE:KEX,71.83
56679,NYSE:KFY,64.89
56701,Nasdaq:KOSS,7.43
56806,NASDAQ:KRSL,0
56868,Nasdaq:PNRG,72.34
56873,NYSE:KR,55.68
56978,Nasdaq:KLIC,60.04
57083,NYSE:KYO,0
57131,NYSE:LZB,28.52
57201,,0
57515,Nasdaq:LANC,154.43
57528,NASDAQ:LNCE,0
57725,NYSE:LCI,0
58361,Nasdaq:LEE,27.72
58492,NYSE:LEG,36.34
59255,NYSE:VHI,30.28
59440,NYSE:VGR,10.7
59478,NYSE:LLY,289.64
59527,Nasdaq:LECO,134.25
59558,NYSE:LNC,65.18
60086,NYSE:L,63.99
60519,NYSE:LPX,69.39
60527,NYSE:ELC,0
60667,NYSE:LOW,227.6
60714,NYSE:LXU,23.44
60751,NYSE:LZ,0
60977,NYSE:LDL,0
61004,AMEX:LGL,0
61397,BATS:FMAG,21.92
61398,AMEX:TELL,0
61442,,0
61478,NYSE:ADCT,13.28
61986,NYSE:MTW,16.33
62234,NYSE:MCS,16.83
62362,Nasdaq:MARPS,0
62709,NYSE:MMC,161.85
62996,NYSE:MAS,55.88
63276,Nasdaq:MAT,23.68
63296,Nasdaq:MATW,33.88
63330,NYSE:MLP,11.09
63754,NYSE:MKC,Loading...
63908,NYSE:MCD,235.32
64040,NYSE:SPGI,404.76
64463,Nasdaq:SLNH,266
64472,AMEX:GENC,0
64803,NYSE:CVS,107.39
64996,NYSE:MCY,54.09
65100,NYSE:MER,0
65172,NYSE:MSB,25
65201,NYSE:MPR,0
65270,NYSE:MEI,42.82
65312,AMEX:EVI,0
65358,NASDAQ:UCAP,0
65433,NYSE:MXF,15.72
65596,Nasdaq:SIEB,2.16
65770,Nasdaq:MVIS,4.48
65984,NYSE:ETR,Loading...
66004,Nasdaq:MSEX,103.64
66032,,0
66382,Nasdaq:MLKN,33.98
66418,AMEX:MXC,0
66570,NYSE:MSA,137.52
66649,NYSE:MGN,0
66740,NYSE:MMM,124.22
66756,NYSE:ALE,66.3
66901,NYSE:EMP,Loading...
66904,,0
67088,NYSE:MUFG,6.48
67215,NYSE:DY,99.1
67279,NASDAQ:MOCO,0
67347,NYSE:MOD,9.16
67625,NYSE:MNR,0
67686,NYSE:MON,0
67716,NYSE:MDU,17.99
67813,NYSE:MTS,0
67887,NYSE:MOGA,0
68270,NYSE:RT,0
68505,NYSE:MSI,232.07
68622,NYSE:CTBB,24.89
68709,NASDAQ:MTSC,0
69422,Nasdaq:INTG,48.76
69488,NYSE:MYE,20.46
69633,Nasdaq:NSSC,21.1
69733,Nasdaq:NATH,57.87
69891,Nasdaq:FIZZ,43.19
70145,NYSE:NFG,66.36
70318,NYSE:THC,87.53
70415,NYSE:GPX,0
70487,Nasdaq:NRC,Loading...
70502,NYSE:NRUC,25.4
70793,NYSE:NTY,0
70858,NYSE:BAC,42.84
70866,NYSE:VYX,24.44
71508,NYSE:ENJ,Loading...
71691,NYSE:NYT,44.39
71829,NYSE:NR,4
71932,NYSE:NMKBP,0
72162,NYSE:NL,6.9
72207,NYSE:NBL,0
72331,Nasdaq:NDSN,229.48
72333,NYSE:JWN,26.42
72423,NASDAQ:NTK,0
72444,Nasdaq:VXRT,5
72573,NYSE:MOV,35.87
72633,NYSE:NRT,13.41
72741,NYSE:ES,84.52
72903,Nasdaq:XEL,69.32
72911,NYSE:NRTLQ,0
72971,NYSE:WFC,51.14
73124,Nasdaq:NTRS,Loading...
73290,Nasdaq:BMRA,3.6
73309,NYSE:NUE,142.75
73756,NYSE:OII,16.22
73887,NYSE:VTOL,36.4
74046,NYSE:ODC,27.95
74208,NYSE:UDR,56.77
74260,NYSE:ORI,26.31
74303,NYSE:OLN,53.17
75208,NYSE:OSG,2.1
75252,NYSE:OMI,45.58
75288,NYSE:OXM,86.64
75340,Nasdaq:PFIN,0
75362,Nasdaq:PCAR,59.15
75398,NYSE:PAI,13.41
75488,NYSE:PCG,11.3
75677,NYSE:PKG,156.33
76174,,0
76267,NYSE:PKE,13.86
76282,Nasdaq:PKOH,16.05
76334,NYSE:PH,288.53
76605,Nasdaq:PATK,67.66
77159,Nasdaq:ROCC,0
77281,OTC:PRET,0
77360,NYSE:PNR,56.85
77449,NYSE:PBY,0
77476,Nasdaq:PEP,162.56
77543,NYSE:TPC,10.2
77597,NYSE:SEH,0
77776,NYSE:PHH,0
77877,Nasdaq:PDCE,0
78003,NYSE:PFE,54.19
78066,NYSE:PD,35.05
78128,NYSE:WTRG,48.76
78150,NYSE:PHI,33.14
78239,NYSE:PVH,81.25
78460,NYSE:PNY,0
78536,NASDAQ:DINE,0
78749,Nasdaq:AGYS,41.64
78778,NYSE:PJC,0
78814,NYSE:PBI,5.18
78890,NYSE:BCO,66.44
79035,NYSE:POLY,0
79282,NYSE:BRO,69.51
79879,NYSE:PPG,128.91
79958,NYSE:PCP,0
80035,Nasdaq:PLPC,59.75
80124,NASDAQ:PLFE,0
80172,NYSE:NPK,77.81
80257,,0
80420,Nasdaq:POWL,20.66
80424,NYSE:PG,150.72
80661,NYSE:PGR,112.18
81318,NYSE:YUMA,0
81362,NYSE:KWR,186.5
81955,Nasdaq:RAND,15.08
82020,Nasdaq:USLM,118.03
82166,NASDAQ:RAVN,0
82267,NYSE:RTN,0
82473,AMEX:IHT,0
82811,NYSE:RRX,161.11
83402,NASDAQ:REXI,0
84246,NYSE:RLI,110.75
84748,NYSE:ROG,273.37
84792,NYSE:ROH,0
84839,NYSE:ROL,33.83
85408,NYSE:RDC,0
85535,Nasdaq:RGLD,139.22
85961,NYSE:R,84.34
85974,NYSE:RYL,0
86144,NYSE:SWY,0
86312,NYSE:TRV,182.54
87050,Nasdaq:NEON,6.01
87347,NYSE:SLB,41.19
87565,NASDAQ:SHLM,0
88132,NYSE MKT:SEB,0
88205,NYSE:SPXC,50.67
88941,Nasdaq:SMTC,70.74
88948,Nasdaq:SENEA,52.44
89089,NYSE:SCI,64.5
89140,AMEX:SVT,0
89270,NYSE:SLI,0
89439,NYSE:MLI,Loading...
89800,NYSE:SHW,245.82
90168,AMEX:SIF,0
90185,NASDAQ:SIAL,0
90498,Nasdaq:SFNC,27.9
90896,NYSE:SKY,67.54
91142,NYSE:AOS,67.92
91419,NYSE:SJM,130.17
91440,NYSE:SNA,212.79
91576,NYSE:KEY,23.89
91767,NYSE:SON,58.3
91847,NYSE:SOR,41
91928,NYSE:SJIJ,0
92103,,0
92122,NYSE:SO,68.89
92230,NYSE:TFC,58.62
92380,NYSE:LUV,42.78
92472,NASDAQ:SWWC,0
92679,NYSE:SPA,0
93284,NYSE:ICB,0
93314,AMEX:VNRX,0
93389,NYSE:SMP,45.24
93410,NYSE:CVX,164.64
93451,NYSE:STL,0
93556,NYSE:SWK,148.23
93676,NYSE:SCX,0
93751,NYSE:STT,88.36
93859,NYSE:BH,152.31
94049,NYSE:SCL,101.07
94344,NYSE:STC,67.8
94845,NYSE:LEVI,20.5
95029,NYSE:RGR,71.88
95047,,0
95052,NASDAQ:RDEN,0
95521,NYSE:SVU,0
95552,NYSE:SUP,4.9
95574,Nasdaq:SGC,17.74
95585,,0
95953,Nasdaq:ACNT,18.4
96021,NYSE:SYY,80.75
96223,NYSE:JEF,30.81
96289,NYSE:RSH,0
96536,Nasdaq:TAYD,10.2
96638,NASDAQ:ADVNQ,0
96763,NYSE:PULS,0
96793,AMEX:SSY,0
96831,NASDAQ:TECUA,0
96869,NYSE:TRC,17.56
96885,OTC:TIKK,0
96943,NYSE:TFX,348.7
96966,NYSE:TDJ,0
97134,NYSE:TNC,83.77
97196,NASDAQ:AMIC,0
97210,Nasdaq:TER,120.94
97216,NYSE:TEX,39.46
97472,NYSE:TXI,0
97476,Nasdaq:TXN,182.71
97745,NYSE:TMO,589.3
98222,NYSE:TDW,21.52
98246,NYSE:TIF,0
98338,Nasdaq:TSRI,8.8
98362,NYSE:TKR,63.6
98677,NYSE:TR,31.99
99197,NYSE:TAI,0
99302,Nasdaq:TRNS,77.23
99359,NYSE:BZC,0
99614,NYSE:TY,30.31
99780,NYSE:TRN,34.34
100378,Nasdaq:TWIN,17.68
100493,NYSE:TSN,86.58
100517,Nasdaq:UAL,40.85
100591,NYSE:AGX,40.29
100726,NYSE:UFI,18.11
100885,NYSE:UNP,264.51
100979,,0
101063,NYSE:CQB,Loading...
101199,Nasdaq:UFCS,30.96
101295,Nasdaq:UG,19.4
101382,Nasdaq:UMBF,100.53
101538,AMEX:UAMY,0
101542,,0
101594,Nasdaq:USEG,6.18
101778,NYSE:MRO,25.05
101829,NYSE:RTX,99.94
101830,NYSE:S,38.48
101984,Nasdaq:UEIC,33.6
102037,NYSE:UVV,55.7
102109,AMEX:UUU,0
102212,Nasdaq:UVSP,27.77
102426,NYSE:STEW,14.73
102499,NASDAQ:GEOW,0
102729,NYSE:VMI,245
102752,Nasdaq:VSEC,45.64
103145,Nasdaq:VECO,28.7
103379,NYSE:VFC,56.46
103595,Nasdaq:VLGEA,24.31
103730,NYSE:VSH,20.37
103872,NYSE MKT:VOLT,0
104169,NYSE:WMT,48.08
104207,NYSE:WAG,0
104375,,0
104777,NYSE:ALTV,0
104889,NYSE:GHC,600.78
104894,NYSE:ELME,24.93
104897,NASDAQ:WSCI,0
104918,NYSE:AVA,44.5
105016,NYSE:WSO,303.56
105132,Nasdaq:WDFC,189.92
105319,Nasdaq:WW,10.24
105418,NYSE:WMK,77.51
105634,NYSE:EME,Loading...
105744,AMEX:GBR,0
105770,NYSE:WST,412.65
106040,Nasdaq:WDC,48.95
106374,,0
106455,NASDAQ:WLBA,0
106532,Nasdaq:WEYS,23.9
106535,NYSE:WY,39.19
106640,NYSE:WHR,186.8
107140,NYSE:WLY,55.4
107263,NYSE:WMB,32.5
107559,,0
107687,NYSE:WGO,60.07
108312,Nasdaq:WWD,124.52
108385,Nasdaq:WRLD,183.14
108516,NYSE:WOR,37.91
108985,Nasdaq:YORW,44
109156,NYSE:ZLC,0
109177,NYSE:SPB,90.35
109198,NYSE:TJX,60.99
109380,Nasdaq:ZION,67.76
109563,NYSE:AIT,102.32
109657,Nasdaq:GTBP,86.1
109747,,0
110390,NYSE:UN,0
110430,NYSE:FTO,0
110471,NYSE:WWW,23.71
110621,NYSE:RPM,81.94
200245,,0
200406,NYSE:JNJ,175.83
201283,NYSE:TLM,0
201461,NYSE:CYN,0
201533,,0
202058,NYSE:LHX,253.86
202467,,0
202890,NASDAQ:ARS,0
203077,NYSE:STJ,0
203248,NYSE:SUG,0
203527,NYSE:VAR,0
203596,Nasdaq:WSBC,35.07
215419,NYSE:CKP,0
215466,NYSE:CDE,4.78
215829,,0
215994,,0
216039,NYSE:GRBEQ,0
216085,NYSE:HVT,29.12
216108,NYSE:NFS,0
216228,NYSE:ITT,80.67
216539,NYSE:MEG,49.7
216851,NYSE:PEO,20.85
216934,,0
217346,NYSE:TXT,75.29
217410,NYSE:UL,45.08
225208,,0
225263,NYSE MKT:NEWP,0
225635,NYSE:BIE,0
225648,NYSE:CVA,0
230119,NASDAQ:CRBC,0
230498,NYSE:RKT,10.51
230557,Nasdaq:SIGI,87.53
275053,Nasdaq:NATR,17.29
275119,NASDAQ:BYLK,0
275694,NYSE:MCI,15.07
275880,NYSE:PSN,38.78
276209,NASDAQ:CTWS,0
276463,NYSE:XOVR,0
276720,Nasdaq:PCYO,12.05
277058,NYSE:UWN,0
277135,NYSE:GWW,506.26
277375,NASDAQ:DGAS,0
277509,NYSE:FSS,34.22
277595,NYSE:EGN,0
277807,,0
277948,Nasdaq:CSX,36.86
278041,NYSE:ISH,Loading...
278130,NYSE:PIR,0
278165,Nasdaq:OMQS,0
278166,Nasdaq:CVCO,277.45
310056,NYSE:VII,0
310142,NYSE:SXT,80.4
310158,NYSE:MRK,79.06
310354,NYSE:SXI,106.99
310568,NASDAQ:MSCC,0
310764,NYSE:SYK,265.79
311046,,0
311094,Nasdaq:WABC,60.96
311337,NYSE:SU,32.46
311471,NASDAQ:APAGF,0
311817,NYSE MKT:HMG,0
312069,NYSE:BCS,9.05
312070,CBOE:ATMP,0
313041,,0
313143,NYSE:HAE,55.6
313216,NYSE:PHG,28.49
313364,NYSE:MTR,8.58
313395,NASDAQ:TXCOQ,0
313616,NYSE:DHR,256.44
313716,NASDAQ:HDNG,0
313807,NYSE:BP,29.8
313838,NYSE:SONY,104.45
313927,NYSE:CHD,97.54
314203,NYSE:MUX,8.68
314227,Nasdaq:TOMZ,0.95
314423,NYSE:RNDY,0
314489,Nasdaq:BUSE,26.73
314590,NYSE:SSL,24.42
314606,NYSE:GEOKQ,0
314712,,0
314808,NYSE:VAL,48.1
315131,NYSE:PHX,2.73
315189,NYSE:DE,422.29
315213,NYSE:RHI,118.17
315293,NYSE:AON,317.9
315374,Nasdaq:HURC,33.69
315449,NYSE:UQM,0
315545,OTC:PVCT,0
315709,Nasdaq:IBOC,42.79
315849,NYSE:SGB,0
315852,NYSE:RRC,26.88
315858,NYSE:BVH,0
316206,NYSE:HOT,0
316253,NYSE:ENZ,Loading...
316300,NYSE:XCO,0
316709,NYSE:SCHW,89.01
316736,NYSE:FPP,0
316793,NYSE:IRF,0
316888,AMEX:ASM,0
317540,Nasdaq:COKE,494.87
317788,Nasdaq:APPS,41.91
317891,,0
318154,Nasdaq:AMGN,236.32
318306,Nasdaq:ABEO,7.21
318673,Nasdaq:SNFCA,9.07
318771,NYSE:DNA,2.97
318833,NYSE:TISI,16.4
318996,NYSE:KEGX,0
319156,NYSE:CBNR,0
319201,Nasdaq:KLAC,356.28
319240,NASDAQ:IRIS,0
319458,AMEX:ENSV,0
319654,NYSE:PBT,13.1
319655,NYSE:SJT,6.7
319815,NASDAQ:MXWL,0
320017,Nasdaq:LSTA,11.21
320121,Nasdaq:TLS,10.05
320187,NYSE:NKE,130.19
320193,Nasdaq:AAPL,165.38
320335,NYSE:GL,99.51
320340,NYSE:CCRD,31.9
320345,NASDAQ:MCRS,0
320387,NASDAQ:FMFC,0
350698,NYSE:AN,117.98
350737,NASDAQ:OBCI,0
350797,NYSE:EV,0
350846,NYSE:STS,0
350852,Nasdaq:CTBI,41.99
350868,Nasdaq:ITI,3.19
350894,Nasdaq:SEIC,60.15
350907,NASDAQ:THOR,0
351483,NASDAQ:ASMI,0
351569,Nasdaq:ABCB,46.55
351789,Nasdaq:ELSE,5.58
351817,NYSE:SBOW,29.18
351834,Nasdaq:STKL,5.19
351903,NASDAQ:EPHC,0
351998,Nasdaq:DAIO,4.57
352363,NYSE:KATE,0
352541,NASDAQ:LNT,60.94
352613,NASDAQ:TALL,0
352747,NASDAQ:UGNEQ,0
352825,Nasdaq:FSTR,15.4
352915,NYSE:UHS,147.55
352955,AMEX:CKX,0
352988,,0
353020,NASDAQ:AEGN,0
353024,BATS:PXUS,0
353184,Nasdaq:AIRT,22.8
353230,NYSE:OCR,0
353278,NYSE:NVO,55.1
353646,,0
354190,NYSE:AJG,166.62
354647,Nasdaq:CVBF,23.32
354655,NASDAQ:BOLT,2.94
354707,NYSE:HE,41.56
354869,NASDAQ:FMER,0
354908,NASDAQ:FLIR,0
354950,NYSE:HD,329.37
354963,Nasdaq:SHEN,21.99
355019,Nasdaq:FONR,18.75
355379,Nasdaq:MDWT,0
355429,NYSE:PL,5.08
355766,NYSE:HWG,0
355777,NASDAQ:LOJN,0
355811,Nasdaq:GNTX,29.05
355948,Nasdaq:RELL,11.91
355999,NASDAQ:USTR,0
356028,NASDAQ:CA,0
356037,Nasdaq:CSPI,3.7
356080,NYSE:BLC,0
356130,NASDAQ:EMCI,0
356171,Nasdaq:TCBK,42.17
356213,NASDAQ:PNK,0
356309,NYSE:NJR,44.27
356708,NASDAQ:FRGBQ,0
356858,NASDAQ:FBCI,0
357020,NASDAQ:XCRA,0
357097,NASDAQ:FCSC,0
357173,Nasdaq:OSBC,14.72
357294,NYSE:HOV,72.27
357301,Nasdaq:TRST,32.74
700564,Nasdaq:FULT,22.66
700565,Nasdaq:FMBH,40.31
700733,NASDAQ:NPBC,0
700841,Nasdaq:RCMT,8.45
700863,NASDAQ:SUSQ,0
700923,Nasdaq:MYRG,101.28
701288,Nasdaq:ATRI,734.43
701345,NYSE:LCC,0
701347,NYSE:CPF,Loading...
701374,NYSE:SIX,43.77
701719,AMEX:ELA,0
701811,NASDAQ:MENT,0
701818,NYSE:KGC,5.71
701869,NYSE:IHC,0
701985,NYSE:BBWI,49.31
702325,NASDAQ:FMBI,0
702513,NASDAQ:BOCH,0
702902,NASDAQ:HNBC,0
703109,,0
703351,NYSE:EAT,35.98
703361,NASDAQ:IDTI,0
703604,Nasdaq:DSGR,18.39
704051,NASDAQ:INFR,0
