CIK,"('exchange_and_symbol', 'variation_0')",market_cap_at_prediction_date
896159,NYSE:CB,79244394131
896163,,
896262,Nasdaq:AMED,4912241740
896264,NYSE:USNA,1926306690
896400,NASDAQ:MGAM,
896429,Nasdaq:CTLP,515236725
896493,AMEX:AULT,126496500
896494,Nasdaq:SNT,68065200
896622,NYSE:ATR,7463913210
896726,NYSE:GGLR,
896841,Nasdaq:AVID,1327046450
896842,NASDAQ:OSHWQ,
896878,Nasdaq:INTU,171110290000
896923,NYSE:DDF,
896985,NASDAQ:DEST,
897075,NASDAQ:RPRXW,
897077,NYSE:ALG,1609950370
897269,NYSE:MVT,322311210
897322,Nasdaq:GILT,409909468
897419,NYSE:NMT,144950792
897421,NYSE:NPV,297463750
897424,NYSE:NMY,
897429,NYSE:CHS,534110850
897448,Nasdaq:AMRN,1353937090
897723,Nasdaq:SANM,2452313920
897802,NYSE:SPE,137072120
897893,NASDAQ:PRLS,
897996,NYSE:GHI,
898173,Nasdaq:ORLY,46386514530
898174,NYSE:RGA,10116141853
898293,NYSE:JBL,9126600000
898419,NYSE:PUK,42455340000
898437,Nasdaq:ANIK,541713760
898685,,
898770,NASDAQ:SMED,132489188
898802,,
899051,NYSE:ALL,32008350000
899460,Nasdaq:MNKD,1094181160
899597,NYSE:BKI,12662397000
899629,NYSE:AKR,1816338580
899636,NASDAQ:CATS,
899689,NYSE:VNO,7575842049
899715,NYSE:SKT,1842670300
899723,NYSE:OMG,
899751,NYSE:TWI,456370860
899752,NYSE:NTC,
899782,NYSE:NOM,35237869
899866,NASDAQ:ALXN,
899923,Nasdaq:MYGN,2006160000
900075,Nasdaq:CPRT,33670924560
900091,,
900349,NASDAQ:PERY,
900391,NYSE:NTZ,175831500
900422,NYSE:PMO,500632030
900724,NASDAQ:DGRW,719540394
901243,NYSE:MUA,591084288
901491,Nasdaq:PZZA,4597469310
901824,NYSE:MHE,
901832,Nasdaq:AZN,160404160000
902259,,
902274,NYSE:LBY,
902482,,
902622,,
902791,Nasdaq:BBSI,510796140
903127,NYSE:PPS,
903129,Nasdaq:THRM,2550930600
903419,Nasdaq:ALRS,499090000
903571,NYSE MKT:GSS,418924500
903651,Nasdaq:INOD,146198700
904080,NYSE:SGY,
904112,NYSE:MSD,182385872
904121,,
904851,NYSE:YPF,1472727273
904978,NASDAQ:SUNH,
904979,NASDAQ:SHLO,
906013,NYSE:AWF,868595672
906107,NYSE:EQR,32514816810
906163,NYSE:NVR,20063411940
906192,NYSE:SRX,
906193,NASDAQ:KTEC,0
906334,BATS:IMFL,298394983
906338,NYSE:TARO,1829256644
906345,NYSE:CPT,17538728050
906465,Nasdaq:QCRH,840417804
906469,,
906553,NYSE:BYD,6745114830
906709,Nasdaq:NKTR,2688981660
906779,NYSE:SAB,151064534.4
906780,NASDAQ:NYNYR,
907093,,
907242,Nasdaq:MCRI,1238775180
907254,NYSE:BFS,1197280700
907471,Nasdaq:CASH,1655866885
907562,NASDAQ:DYAX,
907573,NYSE MKT:VMM,69557498
907649,NASDAQ:FXENP,
907654,Nasdaq:ABIO,33575633
908187,NYSE:PCM,121581351
908255,NYSE:BWA,10061038388
908311,Nasdaq:CMCT,133349650
908315,Nasdaq:WINA,858106580
908489,NASDAQ:FLLC,
908732,NYSE:SHI,2412625020
908777,BATS:GSID,0
908837,NASDAQ:NBTF,
908844,,
908937,Nasdaq:SIRI,25793700000
908993,AMEX:VKI,533437872
909037,NYSE:SQM,13533337498
909108,Nasdaq:DHIL,560247408
909111,NYSE:CLP,
909112,NYSE:TEI,340710062
909281,NYSE:OKS,
909327,NYSE:SUZ,14072468816
909494,Nasdaq:TCX,859064492
909724,Nasdaq:TLF,43549330
909736,,
909791,NASDAQ:UTEK,
909832,Nasdaq:COST,243353832879
909954,NASDAQ:GMCR,
909987,,
910068,NYSE:HIO,523514985
910073,NYSE:NYCB,5359746742
910108,NYSE:LXP,4237628898
910267,Nasdaq:TTNP,10411100
910322,NYSE:AF,
910329,NYSE:MED,2537631680
910406,Nasdaq:HAIN,3884627160
910521,NYSE:DECK,9299189120
910606,Nasdaq:REG,11966912447
910612,NYSE:CBL,544120096
910619,NYSE:MNC,
910631,NYSE:KOF,11149116803
910638,NYSE:DDD,2621981780
911109,NASDAQ:MINI,
911147,Nasdaq:CNTY,348901470
911160,NASDAQ:RFMD,
911177,Nasdaq:CWST,4210501640
911216,AMEX:PTN,125142962
911308,NYSE:MIY,
911421,NYSE:PRE,
911583,NYSE:LVB,
911631,NASDAQ:TGICQ,
911635,NYSE:AEC,
911649,NYSE:SDI,
911801,,
911971,NYSE:TK,314122000
912023,NYSE:KEF,
912061,Nasdaq:NHTC,72381690
912093,Nasdaq:VIAV,3898720000
912147,NYSE:RMT,477183434
912183,NASDAQ:CBST,
912241,NASDAQ:PGICQ,
912242,NYSE:MAC,3408829294
912463,NYSE:GES,1348922470
912505,NYSE:ENIA,
912513,NYSE:CYT,
912544,NASDAQ:HOLL,
912562,Nasdaq:ROCK,2135529900
912593,NYSE:SUI,22910254890
912595,NYSE:MAA,25167780900
912603,Nasdaq:RDUS,
912615,Nasdaq:URBN,2666214257
912728,Nasdaq:FWRD,3083040824
912729,NYSE:GRR,
912744,NASDAQ:VRIG,803087988
912750,NYSE:NFX,
912751,NYSE:XU,
912766,Nasdaq:LAUR,2076552000
912767,Nasdaq:UFPI,5146125519
912815,NASDAQ:OSIR,
912833,NASDAQ:WMAR,
912888,,
912892,NYSE:TV,5088606724
912898,NYSE:GRT,
912926,,
912958,Nasdaq:TIGO,2632927500
913015,,
913059,NYSE:BBAR,629049014
913072,,
913077,NASDAQ:AFFX,
913142,NYSE:BDC,2629429380
913144,NYSE:RNR,7400596560
913165,NASDAQ:EXAC,
913241,Nasdaq:SHOO,3371437159
913277,Nasdaq:CLAR,845962080
913290,NYSE:FRO,1349200600
913341,Nasdaq:CFFI,181055546
913353,Nasdaq:CIGI,6053023099
913357,,
913662,NASDAQ:EMIF,0
913665,,
913756,,
913760,Nasdaq:SNEX,1126363737
913785,,
913885,NASDAQ:TQNT,
913955,,
913957,NYSE:AMRE,
914024,NYSE:SHAW,
914035,NYSE:SBW,
914122,Nasdaq:PPIH,62705250
914138,NASDAQ:MBRG,
914156,Nasdaq:UFPT,487697000
914201,,
914208,NYSE:IVZ,10081408000
914329,NASDAQ:FEIC,
914398,NASDAQ:ESYS,
914475,Nasdaq:NBIX,8066542000
914712,Nasdaq:STCN,90816960
915358,Nasdaq:SGMA,50446467
915389,NYSE:EMN,15338200000
915778,NASDAQ:DSPG,
915779,Nasdaq:DAKT,224758310
915840,NYSE:BZH,644033280
915862,NASDAQ:PTRY,
915912,NYSE:AVB,33766512185
915913,NYSE:ALB,25520991870
916076,NYSE:MLM,26342784000
916085,NYSE:HNT,
916183,NYSE:RCS,293063478
916365,Nasdaq:TSCO,25518706200
916457,NYSE:CPN,
916490,,
916529,NASDAQ:ARTX,
916540,NYSE:DAR,10057527140
916545,NYSE:OVEN,
916618,NYSE:IIF,277936942
916704,,
916789,Nasdaq:HELE,5849848020
916791,NYSE:GYC,
916793,Nasdaq:SILC,322597440
916823,,
916863,NYSE:IEH,
916907,Nasdaq:SMBC,425629170
917100,NYSE:IFN,556748628
917225,AMEX:XPL,30822225
917251,NYSE:ADC,4461721743
917273,Nasdaq:RMBS,2980095300
917331,,
917470,Nasdaq:ZEUS,255237320
917491,Nasdaq:FARO,1210953444
917520,Nasdaq:IART,5444387440
917674,NASDAQ:HPWR,
917707,,
917731,,
917851,NYSE:VALE,68569960320
917968,NASDAQ:PEET,
918160,NYSE:AKS,
918251,Nasdaq:MPAA,315582376
918386,NASDAQ:QLGC,
918541,Nasdaq:NNBR,173815140
918580,NASDAQ:GPIC,
918581,NYSE:CBR,183704
918608,NYSE:EGO,1559569050
918646,NYSE:EXP,6179230566
918685,,
918709,NASDAQ:ACTT,
918965,Nasdaq:SCSC,819999249
919006,,
919012,NYSE:AEO,3719610720
919130,NASDAQ:ONSM,
919134,,
919239,NYSE:GG,
919567,AMEX:RCG,16453895
919628,NYSE:CKR,
919708,NYSE:KST,
919745,NASDAQ:DARA,
919808,NYSE:APF,
919864,Nasdaq:FNWD,199602366
919871,,
919893,NYSE:TDF,547836703
919956,NASDAQ:DVCR,
919991,,
920112,Nasdaq:HTLF,2045700024
920148,NYSE:LH,29486773000
920173,NASDAQ:FPAMQ,
920317,,
920321,NYSE:CVO,
920371,NYSE:SSD,5708068750
920424,NYSE:ITG,
920427,NASDAQ:UNTY,263924110
920448,NASDAQ:BVSN,
920522,NYSE:ESS,21926897307
920532,NASDAQ:PNTR,
920617,,
920760,NYSE:LEN,31100733300
920986,,
920990,NASDAQ:INFO1,21199126
921051,NASDAQ:THRD,
921082,NYSE:HIW,4392147240
921112,NYSE:LPT,
921114,AMEX:ARMP,132813844
921183,Nasdaq:HMNF,105866000
921299,Nasdaq:FGEN,1366765200
921500,NYSE:CGX,
921503,NYSE:BTH,
921547,NASDAQ:HEOP,
921557,Nasdaq:RBCAA,1039332250
921582,NYSE:IMAX,1034038159
921638,Nasdaq:SSRM,3663241280
921671,NYSE:GGT,163169659
921691,NYSE:KCP,
921738,Nasdaq:PENN,7830948000
921742,,
921825,NYSE:FR,8258531840
921847,NASDAQ:HCBK,
921919,NYSE:IRS,
922224,NYSE:PPL,21990952000
922247,Nasdaq:CYTH,26435802
922358,NYSE:FGP,
922475,NYSE:ESI,2398.8
922487,NASDAQ:RBPAA,
922621,Nasdaq:ERIE,8640602566
922717,NASDAQ:CHDX,
922863,NASDAQ:QLTY,
922864,NYSE:AIV,1106152000
923118,NYSE:HME,
923120,NYSE:GBX,1408845680
923139,Nasdaq:FFIC,745842000
923144,,
923284,NYSE:IRC,
923601,Nasdaq:MICS,11750250
923603,NYSE:FCH,
923796,NYSE:GEO,882447960
923899,,
924095,OTC:WSCC,6994541.5
924168,Nasdaq:EFOI,17696680
924383,Nasdaq:GNSS,127596654
924505,,
924613,NYSE:NOK,33302530860
924654,,
924717,Nasdaq:SRDX,628673400
924719,Nasdaq:SMID,211166850
924805,Nasdaq:FRHC,3914407314
924822,NYSE:MLR,362299250
924829,,
924901,NYSE:VRE,1665078869
924940,NASDAQ:DTPI,
925261,,
925464,NASDAQ:SBKC,
925528,Nasdaq:HDSN,168411459
925645,NASDAQ:CETV,
925683,NYSE:BTO,794789579
925732,,
925741,NASDAQ:BCDAW,34004504
926042,NYSE:TTM,
926134,,
926282,Nasdaq:ADTN,1025566020
926326,Nasdaq:OMCL,7681937950
926423,Nasdaq:MIND,21487440
926479,,
926617,Nasdaq:AWH,3042894160
926771,NYSE:TRR,
926844,OTC:FBDS,2271609
926864,,
927003,Nasdaq:AEIS,3219269200
927066,NYSE:DVA,11252243900
927355,Nasdaq:TESS,72032038
927417,,
927628,NYSE:COF,61219875000
927653,NYSE:MCK,35515332000
927693,NASDAQ:DFZ,
927720,,
927807,NASDAQ:IBCA,
927829,,
927968,NYSE:IND,
927971,NYSE:BMO,6625224474
928022,NYSE:CPE,2082051960
928054,NYSE:FTK,46144069
928340,Nasdaq:CWCO,165374179
928366,,
928421,NASDAQ:MTSN,
928465,AMEX:DIT,99482775
928592,NASDAQ:PVFC,
928658,Nasdaq:CVLG,381504760
928876,Nasdaq:TSEM,3942438389
929008,NYSE:WCC,5975712282
929186,NYSE:FMR,
929351,,
929545,NASDAQ:CDORO,117043875
929846,,
929869,NYSE:RELX,60020392000
929872,NYSE:ENL,
929887,NASDAQ:APOL,
929994,NYSE:ALC,40959100000
930157,NYSE:RTO,14166154028
930236,NYSE:RWT,1408579708
930309,NYSE:DEG,
930405,NASDAQ:LSBI,
930420,Nasdaq:KFRC,1515231770
930481,,
930553,,
930600,,
930775,OTC:ECIA,16468744
930828,NYSE:TRF,
931015,NYSE:PII,6255550000
931059,NASDAQ:RNVAZ,27.42
931085,,
931131,,
931148,NYSE:EAF,2939412110
931151,,
931427,NYSE:TGS,663935254
931584,Nasdaq:USAP,68590891
931948,NYSE:SWC,
932111,NASDAQ:MCRL,
932372,,
932470,NYSE:TEO,2119229001
932628,NYSE:APU,
932695,NYSE:CYD,449441190
932696,Nasdaq:NSIT,3491997140
932781,Nasdaq:FCCO,154689150
932787,NYSE:STM,42397590369
932872,NYSE:SJR,14436821717
933034,Nasdaq:STRT,142616740
933036,Nasdaq:UPBD,
933136,Nasdaq:COOP,3219147580
933141,NASDAQ:IBKCN,
933157,NYSE:AOGSQ,
933267,NYSE:IRS,323519312
933405,NASDAQ:ATAC,
933590,NASDAQ:YCB,
933730,NYSE:MVL,
933738,Nasdaq:ENG,46237600
933955,,
933972,Nasdaq:SCWO,218086700
933974,Nasdaq:AZTA,7076416599
934203,,
934280,,
934299,NASDAQ:HILL,
934306,NASDAQ:CVNSQ,
934538,NYSE:TSH,
934547,NASDAQ:BKYF,
934548,NASDAQ:NMFS,
934549,Nasdaq:ACTG,232321402
934648,NYSE:TRK,
934936,,
935016,,
935036,Nasdaq:ACIW,3783272320
935419,Nasdaq:RICK,610359832
935494,Nasdaq:NATI,5508076900
935703,Nasdaq:DLTR,31081002000
936340,NYSE:DTB,4603249886
936395,NYSE:CIEN,11481166480
936402,NASDAQ:SHPG,
936446,,
936468,NYSE:LMT,93262888000
936498,NYSE:DOW,39790036000
936528,Nasdaq:WAFD,2093171567
936958,NYSE:MDY,27031486267
937015,,
937098,NYSE:TNET,5988180000
937556,Nasdaq:MASI,15366024000
937941,NASDAQ:PCMI,
937966,Nasdaq:ASML,304389384000
938323,NYSE:PSO,6050754000
938578,,
939767,Nasdaq:EXEL,5932151560
939930,NYSE:PYX,
940298,,
940332,NASDAQ:ANAD,
940942,Nasdaq:HUBG,2619604800
940944,NYSE:DRI,17533620000
941138,NYSE:UNS,
941221,NYSE:ICL,11626734100
941513,,
941548,NYSE:CAM,
941604,NASDAQ:OUTR,
941685,OTC:IWSY,7292408.55
941775,,
942126,Nasdaq:TAIT,23004474
942359,BATS:PBUS,62310867
943003,NYSE:AGU,
943034,NASDAQ:ISNS,35021700
943110,NASDAQ:CRRS,
943117,NASDAQ:SURW,
943452,NYSE:WAB,16294237000
943756,NASDAQ:DIGX,
943819,NYSE:RMD,36209899700
943861,NYSE MKT:GDP,330995300
943897,NYSE:BWY,
944075,Nasdaq:SCKT,32974560
944148,NYSE:CBZ,1990731340
944163,,
944314,NYSE:LSI,11493177301
944480,Nasdaq:GVP,31978537
944508,NASDAQ:SNAK,
944537,,
944695,NYSE:THGA,4426850000
944745,Nasdaq:CIVB,351969867
944809,Nasdaq:OPK,2887366528
945114,NYSE:GIC,1516536000
945379,,
945382,NYSE:CUL,
945394,Nasdaq:SVC,1364252139
945436,NYSE:SUNE,
945532,NASDAQ:USAB,
945699,NASDAQ:IXYS,
945725,,
945734,,
945764,NYSE:DEN,3468396960
945841,Nasdaq:POOL,21464054520
945983,Nasdaq:CLMB,145521141
946394,AMEX:ELLO,367070256
946454,AMEX:FGH,50894665
946486,Nasdaq:WINT,39352500
946492,,
946563,AMEX:RVP,253111119
946581,Nasdaq:TTWO,20558226150
946644,AMEX:AIM,55387770
946647,NASDAQ:PFC,1102481464
946673,Nasdaq:BANR,1918691503
946823,,
946936,Nasdaq:DSWL,62600970
947263,NYSE:TD,132186505000
947397,NASDAQ:ESLRQ,
947484,Nasdaq:ACGL,16621897977
947559,Nasdaq:FBMS,792693161
947661,NASDAQ:DDRX,
948072,,
948086,NYSE:PAS,
948263,,
948320,Nasdaq:LFMD,105137288
948642,NYSE:TI,
948708,Nasdaq:SMSI,269547300
948846,NYSE:AAI,
948850,NASDAQ:CITP,
949157,Nasdaq:CENX,1270016000
949158,NASDAQ:CRAY,
949228,,
949335,,
949373,NASDAQ:BAGL,
949536,NYSE:HTV,
949699,NASDAQ:PCYC,
949721,NASDAQ:MRDNW,
949858,Nasdaq:ACHV,60005588
949870,NYSE:SAM,6606826560
949874,NASDAQ:YDNT,
949961,AMEX:IOR,48061813
949968,,
1000045,Nasdaq:NICK,81574700
1000048,,
1000177,NYSE:NAT,297465788
1000180,NASDAQ:SNDK,
1000184,NYSE:SAP,160871030389
1000209,Nasdaq:MBNKP,204824639
1000228,Nasdaq:HSIC,10209823990
1000230,Nasdaq:OCC,40175370
1000234,NYSE:IMPCQ,
1000275,NYSE:RY,142792077010
1000298,OTC:IMPM,
1000495,,
1000623,NYSE:MATV,889951872
1000694,Nasdaq:NVAX,15281556500
1000697,NYSE:WAT,21174864480
1000753,NYSE:NSP,4180275600
1000876,,
1001082,Nasdaq:DISH,16547909400
1001085,NYSE:BAM,0
1001115,Nasdaq:GEOS,95605580
1001171,Nasdaq:BYFC,156394045
1001193,,
1001233,Nasdaq:SGMO,1202355000
1001250,NYSE:EL,124601724000
1001258,NASDAQ:ASFI,
1001290,NYSE:BAP,9182758716
1001316,Nasdaq:TGTX,2313130067
1001385,Nasdaq:NWPX,280543380
1001426,NASDAQ:PSEM,
1001606,NYSE:BLT,
1001614,NYSE MKT:REPX,352407000
1001807,NYSE:TLK,28034607297
1001838,NYSE:SCCO,44391402000
1001868,NASDAQ:FTGX,
1001871,,
1001902,Nasdaq:IVAC,107428540
1001903,,
1001907,Nasdaq:ASTC,33931152
1002047,Nasdaq:NTAP,19519190000
1002119,,
1002242,NYSE:E,47608493500
1002276,,
1002388,NASDAQ:PCOP,
1002517,NASDAQ:NUAN,17566665480
1002579,NASDAQ:STAY,
1002590,NYSE:SGU,403017710
1002638,Nasdaq:OTEX,12416470560
1002682,NASDAQ:HRZB,
1002811,NASDAQ:KNSY,
1002910,NYSE:AEE,22144320000
1003007,NASDAQ:IGOV,0
1003078,NYSE:MSM,4601743530
1003111,,
1003201,NASDAQ:MMAC,
1003214,NASDAQ:SIMG,
1003226,,
1003344,NYSE:HW,
1003515,,
1003642,NASDAQ:IPXL,
1003935,Nasdaq:NICE,18179225240
1004125,NASDAQ:KSW,
1004155,NYSE:GAS,
1004315,NYSE:NGG,51256957999
1004411,,
1004434,NYSE:AMG,1210500000
1004440,NASDAQ:CEGVV,
1004530,NASDAQ:MPVD,
1004608,,
1004650,Nasdaq:NAAC,
1004673,NASDAQ:EGT,
1004702,Nasdaq:OCFC,1267129980
1004724,NYSE:RHE,8200500
1004874,,
1004938,,
1004945,NASDAQ:LMNS,
1004969,NYSE:PFFBQ,
1004980,NYSE:PCGU,23800150000
1004989,Nasdaq:SGRP,25094191
1005010,NASDAQ:ARTC,
1005101,AMEX:MGLD,127167575
1005201,NASDAQ:DEPO,
1005210,NYSE:SPH,888751200
1005229,Nasdaq:CMCO,1217049750
1005284,Nasdaq:OLED,7128995519
1005286,Nasdaq:LFCR,316341860
1005387,NASDAQ:GNSM,
1005507,NASDAQ:JAXB,
1005516,Nasdaq:BOSC,16795378
1005653,,
1005699,NASDAQ:CALL,
1005731,NYSE:IDT,1082001360
1005757,Nasdaq:CSGS,1784768040
1005817,AMEX:TMP,1145526946
1005938,,
1005974,,
1006045,Nasdaq:IRIX,90565660
1006269,NASDAQ:LORL,
1006281,AMEX:PLX,38031224
1006368,,
1006424,NASDAQ:FFBH,
1006655,AMEX:EPM,162510093
1006837,NYSE:VATE,278280000
1006892,NASDAQ:JDAS,
1007019,Nasdaq:JVA,23804857
1007330,NYSE:PRGX,
1007587,Nasdaq:KVHI,165119760
1008554,,
1008586,Nasdaq:STRM,63794706
1008654,NYSE:TUP,683696000
1008817,NASDAQ:SAPE,
1008848,Nasdaq:ACOR,29054550
1009001,NYSE:CCJ,8262139840
1009244,NASDAQ:CASA1,
1009356,NASDAQ:SLXP,
1009386,,
1009626,NASDAQ:BRCD,
1009672,NYSE:CRR,
1009779,NASDAQ:MJRC,
1009829,Nasdaq:JAKK,68831640
1009891,AMEX:AIRI,30126407
1010086,Nasdaq:SIGA,566422898
1010247,NASDAQ:FPIC,
1010470,Nasdaq:PROV,125506479
1010552,NASDAQ:PLCM,
1010610,NASDAQ:TLCVF,
1010612,NASDAQ:SYKE,
1010615,NASDAQ:ATTY,
1010759,,
1010775,NYSE:MIR,67184250
1010858,NYSE:FMSA,
1011006,NASDAQ:YHOO,
1011064,NYSE:SRZ,
1011109,NYSE:AIII,
1011290,NYSE:NDN,
1011344,,
1011432,NYSE MKT:CTEK,17405520
1011509,AMEX:AUMN,55061030
1011570,NYSE:KNL,
1011657,NYSE:TIE,
1011664,NASDAQ:EVSNF,
1011698,,
1012019,Nasdaq:RUSHA,2885145040
1012100,NYSE:SEE,9672690000
1012140,NASDAQ:ONXX,
1012454,,
1012477,Nasdaq:AVDL,433744350
1012569,NYSE:ETP,
1012620,NYSE:GWRU,
1012623,NASDAQ:IMCC,
1012771,NYSE:FFG,
1013131,NYSE:BVN,1767748594
1013237,NYSE:FDS,17820091890
1013272,Nasdaq:NWFL,212907710
1013462,Nasdaq:ANSS,33614503000
1013488,Nasdaq:BJRI,784087710
1013554,NASDAQ:PFED,
1013605,NYSE:PDS,409098000
1013606,NASDAQ:ELGX,
1013609,NYSE:SKP,
1013705,,
1013706,Nasdaq:WHLM,25991280
1013740,,
1013746,,
1013761,NYSE:AET,
1013857,Nasdaq:PEGA,8239619880
1013871,NYSE:NRG,9878400000
1013880,Nasdaq:TTEC,4046607000
1013934,Nasdaq:STRA,1365435000
1014383,,
1014473,Nasdaq:VRSN,27014400000
1014507,NASDAQ:SIRO,
1014672,,
1014733,NASDAQ:PTSX,
1014739,NASDAQ:OPCH,4707703324
1014763,Nasdaq:AIMD,1068145027
1014845,,
1015155,Nasdaq:CTHR,80565220
1015328,Nasdaq:WTFC,4858738500
1015383,Nasdaq:POWW,620835445
1015593,NASDAQ:RIVR,
1015647,AMEX:AAU,39323042
1015650,NYSE:SKM,30137642780
1015739,NASDAQ:AWRE,67158000
1015780,NASDAQ:ETFC,
1015820,NYSE:QGEN,12641207408
1015854,,
1015922,Nasdaq:CHKP,14652235000
1016125,NASDAQ:ULTI,
1016134,,
1016152,NYSE:CRN,
1016169,NASDAQ:ATRS,571341120
1016178,Nasdaq:CARV,34057427
1016281,NYSE:CSV,1031309160
1016470,NASDAQ:SRSL,
1016546,NASDAQ:ALTI,569131873
1016601,,
1016608,,
1016613,,
1016741,,
1016794,,
1016838,Nasdaq:RDCM,158995171
1016959,,
1016965,,
1017156,,
1017163,NASDAQ:GEVA,
1017303,Nasdaq:TACT,103207040
1017413,NYSE:CNQ,45354510630
1017440,,
1017480,Nasdaq:HIBB,888231960
1017491,Nasdaq:SEEL,149968600
1017648,,
1017673,NYSE:DVD,131124960
1017712,NASDAQ:HOTT,
1017793,NASDAQ:SNBC,
1017907,NYSE:FAC,79948470
1017968,NASDAQ:EDGW,
1018003,NYSE:IM,
1018035,,
1018074,,
1018152,NASDAQ:CASL,
1018164,Nasdaq:WLFC,213614400
1018332,NYSE MKT:ID,71336941
1018399,Nasdaq:EBTC,510248115
1018522,NYSE:CXR,
1018705,,
1018710,,
1018724,Nasdaq:AMZN,1690849600000
1018840,NYSE:ANF,1955377570
1018848,,
1018871,,
1018946,NASDAQ:STNR,
1018963,NYSE:ATI,1919210000
1018979,Nasdaq:AMSF,990205067
1019034,Nasdaq:BKYI,17531417
1019272,NASDAQ:ERS,
1019361,NASDAQ:RSTI,
1019654,,
1019695,NASDAQ:ARQL,
1019737,NYSE:NCI,
1019787,,
1019849,NYSE:PAG,7639741999
1019883,,
1020214,Nasdaq:CERS,1145895520
1020265,NASDAQ:TSG,
1020359,,
1020416,NYSE:MWW,
1020569,NYSE:IRM,14747834150
1020579,NASDAQ:OMTL,
1020710,Nasdaq:DXPE,460514662
1020859,NYSE:UNFI,2821137000
1020862,,
1021096,Nasdaq:TRKA,53192000
1021162,NYSE:TGI,1080463120
1021270,NASDAQ:BBQ,139058750
1021352,,
1021561,NYSE:NUS,2480634500
1021604,NASDAQ:OTIV,
1021635,NYSE:OGE,7385690999
1021860,NYSE:NOV,4944660000
1021991,NASDAQ:TISA,
1022079,NYSE:DGX,21436250000
1022191,,
1022198,,
1022225,NASDAQ:OPLK,
1022321,NYSE:GEL,1198824752
1022329,,
1022368,NASDAQ:SHF,
1022408,Nasdaq:PLUS,1321399400
1022437,,
1022469,NYSE:DEL,
1022505,OTC:NSCT,
1022509,,
1022646,NASDAQ:UPLM,
1022652,Nasdaq:INSG,622815624
1022671,Nasdaq:STLD,12167421800
1022807,,
1022837,NYSE:SMFG,45705722140
1022899,Nasdaq:PTIXW,23437910
1022959,,
1022964,,
1022974,,
1023024,Nasdaq:ANIP,591760080
1023128,NYSE:LAD,8302480000
1023131,NYSE:CVD,
1023313,Nasdaq:FORR,1103793600
1023364,NASDAQ:AUTO,44302811
1023422,,
1023459,Nasdaq:SLP,953363250
1023512,NYSE:DRD,706827660
1023514,NYSE:HMY,2332543960
1023516,,
1023549,Nasdaq:XTLB,13748559
1023731,Nasdaq:EGHT,1911508400
1023734,NYSE:BPZRQ,
1023745,,
1023860,NASDAQ:SSFN,
1023994,Nasdaq:SGBX,19425533
1023996,NYSE:RIC,
1024022,,
1024095,,
1024149,,
1024305,NYSE:COTY,7868159000
1024478,NYSE:ROK,39044440000
1024519,NYSE:CNH,
1024628,,
1024657,NASDAQ:WSTC,
1024672,Nasdaq:ELTK,23011006
1024678,,
1024725,NYSE:TEN,827726643.3
1024732,NASDAQ:IGTE,
1024787,,
1024795,NYSE:HLIO,3054630810
1025134,,
1025378,NYSE:WPC,14989763576
1025536,,
1025573,,
1025835,Nasdaq:EFSC,1755047479
1025996,NYSE:KRC,7466378820
1026311,NASDAQ:MMSY,
1026380,,
1026655,AMEX:CMT,70417800
1026662,Nasdaq:CLWT,15206784
1026785,Nasdaq:HIHO,16160300
1026819,,
1026980,Nasdaq:APWC,31094255
1027108,,
1027207,NASDAQ:EPIQ,
1027258,NASDAQ:OKSB,
1027362,,
1027552,NYSE:BSAC,7501738071
1027664,Nasdaq:ESLT,7406119630
1027752,,
1027838,Nasdaq:TCMD,386712974
1027884,NYSE:CBI,
1028065,,
1028087,NASDAQ:ADPI,
1028122,,
1028153,,
1028205,,
1028215,NYSE:KMG,
1028318,,
1028358,,
1028361,,
1028442,,
1028734,NASDAQ:COBZ,
1028918,Nasdaq:PPBI,3455432094
1028954,NASDAQ:SBBX,
1029023,NASDAQ:SYNM,
1029125,Nasdaq:PBLA,20833618
1029142,Nasdaq:DVAX,1716313200
1029145,NASDAQ:GOGL,1647580804
1029199,Nasdaq:EEFT,5672300335
1029581,NASDAQ:MDSY,
1029730,NYSE:LTS,
1029744,Nasdaq:SOFO,26597051
1029784,,
1029800,NYSE:UBA,748100700
1030022,NYSE:CLSP,
1030048,,
1030058,,
1030192,AMEX:IDR,86017783
1030206,NASDAQ:VASC,
1030339,,
1030469,NYSE:OFG,1246383760
1030471,Nasdaq:UTSI,31582456
1030561,,
1030653,,
1030749,NYSE:GLFMQ,
1030894,NYSE:CLS,1262976000
1030997,Nasdaq:WILC,262086621
1031029,NYSE:SRT,191524750
1031203,NYSE:GPI,3296212767
1031235,Nasdaq:SELF,52658036
1031283,NASDAQ:ENTU,15426581160
1031296,NYSE:FE,21952600000
1031308,Nasdaq:BSY,14597620974
1031316,AMEX:FSP,627435060
1031516,NASDAQ:MSLI,
1031623,Nasdaq:GIFI,61435750
1031911,,
1031951,,
1032033,Nasdaq:SLM,5556476520
1032208,NYSE:SRE,8425252200
1032220,NYSE:MMS,4674630960
1032761,NASDAQ:KEYN,
1032975,Nasdaq:LOGI,13677987400
1033012,NYSE:FBC,2383091088
1033025,,
1033032,NASDAQ:SVLF,
1033767,NYSE:UMC,26682956498
1033864,,
1033905,NASDAQ:LMNX,
1034054,Nasdaq:SBAC,40928030080
1034397,,
1034592,,
1034665,NYSE:MHD,912401074
1034669,NASDAQ:FSCI,
1034670,NYSE:ALV,8350125000
